,school,district_id,district_name,EMH,EMH_combined,school_id,achievement_dir,growth_dir,overall_dir,emh
1264,PENROSE ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,6856,up,flat,up,E
1265,PENROSE ELEMENTARY SCHOOL,1150,FREMONT RE-2,E,,6858,flat,up,up,E
1266,PEORIA ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,6869,flat,flat,flat,E
1267,PEYTON ELEMENTARY SCHOOL,1060,PEYTON 23 JT,E,,6898,down,down,flat,E
1268,PEYTON JUNIOR/SENIOR HIGH SCHOOL,1060,PEYTON 23 JT,H,,6902,flat,down,down,H
1269,PEYTON JUNIOR/SENIOR HIGH SCHOOL,1060,PEYTON 23 JT,M,,6902,flat,flat,flat,M
1270,THE PINNACLE CHARTER SCHOOL MIDDLE,8001,CHARTER SCHOOL INSTITUTE,M,,6913,flat,down,down,M
1271,THE PINNACLE CHARTER SCHOOL HIGH,8001,CHARTER SCHOOL INSTITUTE,H,,6914,down,down,down,H
1272,PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,1110,FALCON 49,E,,6935,flat,down,flat,E
1273,PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,1110,FALCON 49,M,,6935,up,down,flat,M
1274,PIKES PEAK ELEMENTARY SCHOOL,980,HARRISON 2,E,,6936,flat,flat,down,E
1275,PINE CREEK HIGH SCHOOL,1040,ACADEMY 20,H,,6937,flat,down,down,H
1276,PINE GROVE ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,6938,flat,flat,down,E
1277,PINE LANE ELEMENTARY,900,DOUGLAS COUNTY RE 1,E,,6940,flat,flat,flat,E
1278,PINELLO ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,,6952,down,flat,up,E
1279,PINON VALLEY ELEMENTARY SCHOOL,1020,CHEYENNE MOUNTAIN 12,E,,6953,flat,up,up,E
1280,PIONEER ELEMENTARY SCHOOL,2405,FORT MORGAN RE-3,E,,6954,flat,up,up,E
1281,PINE RIDGE ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,6955,flat,flat,flat,E
1282,PIONEER CHARTER SCHOOL,880,DENVER COUNTY 1,E,,6957,down,down,down,E
1283,PIONEER ELEMENTARY SCHOOL,1040,ACADEMY 20,E,,6960,flat,flat,flat,E
1284,PIONEER ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,6961,flat,down,flat,E
1285,PIONEER BILINGUAL ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,6962,flat,flat,flat,E
1286,PIONEER RIDGE ELEMENTARY SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,E,,6963,up,down,flat,E
1287,PITT-WALLER K-8 SCHOOL,880,DENVER COUNTY 1,E,,6970,flat,down,down,E
1288,PITT-WALLER K-8 SCHOOL,880,DENVER COUNTY 1,M,,6970,up,up,flat,M
1289,PLATEAU VALLEY ELEMENTARY SCHOOL,1990,PLATEAU VALLEY 50,E,,7024,flat,down,down,E
1290,PLATEAU VALLEY MIDDLE SCHOOL,1990,PLATEAU VALLEY 50,M,,7028,down,flat,flat,M
1291,PLATEAU VALLEY HIGH SCHOOL,1990,PLATEAU VALLEY 50,H,,7032,up,up,flat,H
1292,DEER CREEK ELEMENTARY SCHOOL,2600,PLATTE CANYON 1,E,,7042,flat,up,flat,E
1293,PLACE BRIDGE ACADEMY,880,DENVER COUNTY 1,E,,7045,up,flat,down,E
1294,PLACE BRIDGE ACADEMY,880,DENVER COUNTY 1,M,,7045,down,down,down,M
1295,PLATTE CANYON HIGH SCHOOL,2600,PLATTE CANYON 1,H,,7046,flat,flat,flat,H
1296,PLATTE RIVER CHARTER ACADEMY,900,DOUGLAS COUNTY RE 1,E,,7047,flat,flat,flat,E
1297,PLATTE RIVER CHARTER ACADEMY,900,DOUGLAS COUNTY RE 1,M,,7047,flat,flat,flat,M
1298,FITZSIMMONS MIDDLE SCHOOL,2600,PLATTE CANYON 1,M,,7048,flat,flat,up,M
1299,PLATTE VALLEY ELEMENTARY SCHOOL,2865,PLATTE VALLEY RE-3,E,,7050,flat,down,down,E
1300,PLATTE VALLEY ELEMENTARY SCHOOL,3130,PLATTE VALLEY RE-7,E,,7052,down,down,down,E
1301,PLATTE VALLEY MIDDLE SCHOOL,3130,PLATTE VALLEY RE-7,M,,7054,flat,down,down,M
1302,PLATTEVILLE ELEMENTARY SCHOOL,3080,WELD COUNTY RE-1,E,,7056,up,up,flat,E
1303,SOUTH VALLEY MIDDLE SCHOOL,3080,WELD COUNTY RE-1,M,,7058,flat,down,flat,M
1304,PLEASANT VIEW ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7078,up,up,up,E
1305,PLEASANT VIEW MIDDLE SCHOOL,2700,PUEBLO COUNTY 70,M,,7086,flat,down,down,M
1306,POLTON COMMUNITY ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,7102,flat,flat,flat,E
1307,POLARIS EXPEDITIONARY LEARNING SCHOOL,1550,POUDRE R-1,H,,7104,flat,flat,flat,H
1308,POLARIS EXPEDITIONARY LEARNING SCHOOL,1550,POUDRE R-1,M,,7104,up,up,up,M
1309,POMONA ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,,7106,flat,flat,up,E
1310,POMONA ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,7110,down,flat,down,E
1311,PONDEROSA ELEMENTARY,1560,THOMPSON R2-J,E,,7113,flat,flat,flat,E
1312,POMONA HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,7114,flat,flat,flat,H
1313,PONDEROSA ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,7116,up,flat,flat,E
1314,PONDEROSA HIGH SCHOOL,900,DOUGLAS COUNTY RE 1,H,,7118,flat,up,flat,H
1315,POUDRE HIGH SCHOOL,1550,POUDRE R-1,H,,7124,flat,up,flat,H
1316,POWDERHORN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7128,flat,flat,flat,E
1317,PRAIRIE VIEW HIGH SCHOOL,40,BRIGHTON 27J,H,,7129,flat,down,flat,H
1318,PRAIRIE VIEW MIDDLE SCHOOL,40,BRIGHTON 27J,M,,7131,up,flat,up,M
1319,PRAIRIE CROSSING ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,7134,flat,flat,flat,E
1320,PRAIRIE WINDS ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,,7153,up,flat,flat,E
1321,PRAIRIE ELEMENTARY SCHOOL,3147,PRAIRIE RE-11,E,,7154,up,flat,up,E
1322,PRAIRIE HILLS ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,7155,up,down,flat,E
1323,PRAIRIE JUNIOR-SENIOR HIGH SCHOOL,3147,PRAIRIE RE-11,H,,7156,down,down,flat,H
1324,PRAIRIE JUNIOR-SENIOR HIGH SCHOOL,3147,PRAIRIE RE-11,M,,7156,up,flat,flat,M
1325,PRAIRIE RIDGE ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,7157,flat,down,down,E
1326,PRAIRIE MIDDLE SCHOOL,130,CHERRY CREEK 5,M,,7158,flat,flat,flat,M
1327,PRAIRIE HILLS ELEMENTARY SCHOOL,1040,ACADEMY 20,E,,7159,flat,flat,flat,E
1328,PRIMERO ELEMENTARY SCHOOL,1590,PRIMERO REORGANIZED 2,E,,7160,flat,down,down,E
1329,PRESTON MIDDLE SCHOOL,1550,POUDRE R-1,M,,7161,up,up,up,M
1330,PRIMERO JUNIOR-SENIOR HIGH SCHOOL,1590,PRIMERO REORGANIZED 2,H,,7164,up,up,up,H
1331,PRIMERO JUNIOR-SENIOR HIGH SCHOOL,1590,PRIMERO REORGANIZED 2,M,,7164,flat,down,down,M
1332,PRAIRIE WINDS ELEMENTARY SCHOOL,1080,LEWIS-PALMER 38,E,,7165,flat,flat,flat,E
1333,PROSPECT VALLEY ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7190,flat,flat,down,E
1334,PUEBLO COUNTY HIGH SCHOOL,2700,PUEBLO COUNTY 70,H,,7208,flat,up,up,H
1335,PUEBLO CHARTER SCHOOL FOR THE ARTS & SCIENCES,2690,PUEBLO CITY 60,E,,7209,flat,flat,down,E
1336,PUEBLO CHARTER SCHOOL FOR THE ARTS & SCIENCES,2690,PUEBLO CITY 60,M,,7209,flat,flat,flat,M
1337,PUEBLO WEST ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,,7210,up,up,up,E
1338,PUEBLO WEST MIDDLE SCHOOL,2700,PUEBLO COUNTY 70,M,,7212,up,flat,flat,M
1339,PUEBLO WEST HIGH SCHOOL,2700,PUEBLO COUNTY 70,H,,7214,up,up,flat,H
1340,PUTNAM ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,7218,down,down,flat,E
1341,QUEEN PALMER ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,7228,up,flat,down,E
1342,AURORA QUEST K-8,180,ADAMS-ARAPAHOE 28J,E,,7232,flat,flat,flat,E
1343,AURORA QUEST K-8,180,ADAMS-ARAPAHOE 28J,M,,7232,flat,down,down,M
1344,RALSTON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7238,flat,flat,flat,E
1345,RALSTON VALLEY SENIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,7239,flat,flat,flat,H
1346,RAMPART HIGH SCHOOL,1040,ACADEMY 20,H,,7240,flat,flat,down,H
1347,RANCH VIEW MIDDLE SCHOOL,900,DOUGLAS COUNTY RE 1,M,,7245,flat,flat,down,M
1348,RANCH CREEK ELEMENTARY,1040,ACADEMY 20,E,,7247,down,down,down,E
1349,RANGEVIEW HIGH SCHOOL,180,ADAMS-ARAPAHOE 28J,H,,7250,flat,up,flat,H
1350,PARKVIEW ELEMENTARY SCHOOL,2720,RANGELY RE-4,E,,7268,flat,flat,flat,E
1351,RANGELY JUNIOR/SENIOR HIGH SCHOOL,2720,RANGELY RE-4,H,,7276,up,up,up,H
1352,RANGELY JUNIOR/SENIOR HIGH SCHOOL,2720,RANGELY RE-4,M,,7276,flat,flat,flat,M
1353,RED HAWK RIDGE ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,7277,flat,down,down,E
1354,RICARDO FLORES MAGON ACADEMY,8001,CHARTER SCHOOL INSTITUTE,E,,7278,flat,up,flat,E
1355,REDLANDS MIDDLE SCHOOL,2000,MESA COUNTY VALLEY 51,M,,7281,flat,flat,flat,M
1356,RED ROCKS ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7282,flat,flat,flat,E
1357,RED SANDSTONE ELEMENTARY SCHOOL,910,EAGLE COUNTY RE 50,E,,7296,flat,up,flat,E
1358,REDSTONE ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,7297,flat,up,flat,E
1359,IVER C. RANUM MIDDLE SCHOOL,70,WESTMINSTER 50,M,,7305,flat,flat,flat,M
1360,REMINGTON ELEMENTARY SCHOOL,1110,FALCON 49,E,,7317,flat,flat,flat,E
1361,RENAISSANCE EXPEDITION LEARN OUTWARD BOUND SCHOOL,900,DOUGLAS COUNTY RE 1,E,,7319,flat,flat,flat,E
1362,RICE ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,7325,flat,up,up,E
1363,RIDGEVIEW ELEMENTARY SCHOOL,2020,MOFFAT COUNTY RE:NO 1,E,,7338,down,flat,flat,E
1364,RIDGEVIEW ELEMENTARY SCHOOL,1110,FALCON 49,E,,7339,flat,flat,flat,E
1365,RIDGWAY ELEMENTARY SCHOOL,2590,RIDGWAY R-2,E,,7342,flat,flat,flat,E
1366,RIDGWAY MIDDLE SCHOOL,2590,RIDGWAY R-2,M,,7344,flat,up,up,M
1367,RIDGWAY HIGH SCHOOL,2590,RIDGWAY R-2,H,,7346,up,up,flat,H
1368,RIFFENBURGH ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,7350,flat,up,flat,E
1369,RIFLE MIDDLE SCHOOL,1195,GARFIELD RE-2,E,,7356,flat,down,down,E
1370,RIFLE MIDDLE SCHOOL,1195,GARFIELD RE-2,M,,7356,flat,flat,flat,M
1371,RIFLE HIGH SCHOOL,1195,GARFIELD RE-2,H,,7360,flat,up,up,H
1372,RIVERSIDE SCHOOL,1195,GARFIELD RE-2,E,,7388,up,up,up,E
1373,RIVERSIDE SCHOOL,1195,GARFIELD RE-2,M,,7388,down,up,flat,M
1374,RIVERVIEW ELEMENTARY SCHOOL,1520,DURANGO 9-R,E,,7402,flat,flat,flat,E
1375,ROARING FORK HIGH SCHOOL,1180,ROARING FORK RE-1,H,,7422,up,up,up,H
1376,ROCK CANYON HIGH SCHOOL,900,DOUGLAS COUNTY RE 1,H,,7435,flat,down,flat,H
1377,ROCKY FORD JUNIOR/SENIOR HIGH SCHOOL,2530,ROCKY FORD R-2,H,,7442,flat,up,flat,H
1378,ROCKY FORD JUNIOR/SENIOR HIGH SCHOOL,2530,ROCKY FORD R-2,M,,7442,flat,flat,flat,M
1379,ROCKY HEIGHTS MIDDLE SCHOOL,900,DOUGLAS COUNTY RE 1,M,,7448,flat,flat,flat,M
1380,ROCKRIMMON ELEMENTARY SCHOOL,1040,ACADEMY 20,E,,7460,flat,down,flat,E
1381,ROCKY MOUNTAIN ACADEMY OF EVERGREEN,1420,JEFFERSON COUNTY R-1,E,,7462,down,flat,down,E
1382,ROCKY MOUNTAIN ACADEMY OF EVERGREEN,1420,JEFFERSON COUNTY R-1,M,,7462,flat,flat,flat,M
1383,ROCKY MOUNTAIN CLASSICAL ACADEMY,1110,FALCON 49,E,,7463,flat,up,up,E
1384,ROCKY MOUNTAIN CLASSICAL ACADEMY,1110,FALCON 49,H,,7463,down,up,flat,H
1385,ROCKY MOUNTAIN CLASSICAL ACADEMY,1110,FALCON 49,M,,7463,up,flat,up,M
1386,ROCKY MOUNTAIN ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,7464,up,up,up,E
1387,ROCKY MOUNTAIN ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,7467,up,up,up,E
1388,ROCKY MOUNTAIN HIGH SCHOOL,1550,POUDRE R-1,H,,7470,flat,up,flat,H
1389,ROLLING HILLS ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,7476,flat,down,down,E
1390,RONCALLI MIDDLE SCHOOL,2690,PUEBLO CITY 60,M,,7481,down,flat,flat,M
1391,ROOSEVELT EDISON CHARTER SCHOOL,1010,COLORADO SPRINGS 11,E,,7482,down,down,down,E
1392,ROONEY RANCH ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7483,flat,up,flat,E
1393,ROOSEVELT HIGH SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,H,,7490,down,down,flat,H
1394,ROSE HILL ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,,7500,flat,flat,up,E
1395,ROSS MONTESSORI SCHOOL,8001,CHARTER SCHOOL INSTITUTE,E,,7512,flat,flat,flat,E
1396,ROSS MONTESSORI SCHOOL,8001,CHARTER SCHOOL INSTITUTE,M,,7512,up,flat,flat,M
1397,RUDY ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,7513,down,down,flat,E
1398,RUNNING CREEK ELEMENTARY SCHOOL,920,ELIZABETH C-1,E,,7517,flat,up,up,E
1399,RUNYON ELEMENTARY SCHOOL,140,LITTLETON 6,E,,7518,flat,flat,flat,E
1400,RUSSELL MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,,7523,down,down,down,M
1401,RYAN ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,7528,flat,flat,up,E
1402,RYAN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7529,up,up,flat,E
1403,RYE ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,,7530,flat,flat,flat,E
1404,CRAVER MIDDLE SCHOOL,2700,PUEBLO COUNTY 70,M,,7532,flat,flat,flat,M
1405,RYE HIGH SCHOOL,2700,PUEBLO COUNTY 70,H,,7534,down,flat,flat,H
1406,SABIN WORLD SCHOOL,880,DENVER COUNTY 1,E,,7554,flat,down,flat,E
1407,SABIN MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,,7556,flat,down,down,M
1408,SABLE ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,7558,down,flat,flat,E
1409,SAGEBRUSH ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,7559,flat,flat,flat,E
1410,SADDLE RANCH ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,7562,flat,down,flat,E
1411,SALIDA HIGH SCHOOL,500,SALIDA R-32,H,,7568,down,flat,flat,H
1412,SAMUELS ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,7578,flat,up,flat,E
1413,SANBORN ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,7584,flat,flat,flat,E
1414,CENTENNIAL ELEMENTARY SCHOOL,640,CENTENNIAL R-1,E,,7588,flat,down,down,E
1415,SANCHEZ ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,7592,up,up,up,E
1416,SANDBURG ELEMENTARY SCHOOL,140,LITTLETON 6,E,,7606,flat,flat,flat,E
1417,SAND CREEK ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,7610,flat,flat,flat,E
1418,SAND CREEK ELEMENTARY SCHOOL,980,HARRISON 2,E,,7611,flat,flat,flat,E
1419,SANFORD ELEMENTARY SCHOOL,560,SANFORD 6J,E,,7612,flat,down,down,E
1420,SAND CREEK HIGH SCHOOL,1110,FALCON 49,H,,7613,flat,flat,flat,H
1421,SANFORD JUNIOR/SENIOR HIGH SCHOOL,560,SANFORD 6J,H,,7616,down,flat,flat,H
1422,SANFORD JUNIOR/SENIOR HIGH SCHOOL,560,SANFORD 6J,M,,7616,down,flat,flat,M
1423,SANGRE DE CRISTO ELEMENTARY SCHOOL,110,SANGRE DE CRISTO RE-22J,E,,7626,down,flat,flat,E
1424,SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,110,SANGRE DE CRISTO RE-22J,H,,7630,up,up,up,H
1425,SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,110,SANGRE DE CRISTO RE-22J,M,,7630,up,flat,flat,M
1426,SARAH MILNER ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,,7640,up,down,down,E
1427,STANSBERRY ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,,7650,up,up,flat,E
1428,SARGENT ELEMENTARY SCHOOL,2750,SARGENT RE-33J,E,,7660,down,down,down,E
1429,SARGENT SENIOR HIGH SCHOOL,2750,SARGENT RE-33J,H,,7664,flat,flat,down,H
1430,SARGENT JUNIOR HIGH SCHOOL,2750,SARGENT RE-33J,M,,7668,up,up,up,M
1431,CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,880,DENVER COUNTY 1,E,,7694,down,down,down,E
1432,SCHMITT ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,7698,flat,flat,flat,E
1433,SCOTT ELEMENTARY SCHOOL,3120,GREELEY 6,E,,7700,flat,down,down,E
1434,COLLEGIATE ACADEMY OF COLORADO,1420,JEFFERSON COUNTY R-1,E,,7701,flat,down,flat,E
1435,COLLEGIATE ACADEMY OF COLORADO,1420,JEFFERSON COUNTY R-1,H,,7701,up,up,up,H
1436,COLLEGIATE ACADEMY OF COLORADO,1420,JEFFERSON COUNTY R-1,M,,7701,flat,down,flat,M
1437,SCOTT ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,7705,flat,down,flat,E
1438,SECREST ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7708,up,flat,up,E
1439,SECOND CREEK ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,,7714,flat,down,down,E
1440,SEDALIA ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,7718,flat,up,up,E
1441,HI PLAINS UNDIVIDED HIGH SCHOOL,1460,HI-PLAINS R-23,H,,7746,up,up,up,H
1442,SEMPER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7753,flat,down,down,E
1443,SEVERANCE MIDDLE SCHOOL,3100,WINDSOR RE-4,M,,7755,flat,flat,up,M
1444,SEVENTH STREET ELEMENTARY SCHOOL,890,DOLORES COUNTY RE NO.2,E,,7764,down,up,up,E
1445,SHAFFER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7780,flat,flat,up,E
1446,SILVER CREEK HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,H,,7789,flat,down,flat,H
1447,SHANNER ELEMENTARY SCHOOL,2670,HOLLY RE-3,E,,7794,up,up,up,E
1448,SILVER CREEK ELEMENTARY,20,ADAMS 12 FIVE STAR SCHOOLS,E,,7795,flat,down,down,E
1449,FLYNN ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,,7810,down,flat,down,E
1450,SHAW HEIGHTS MIDDLE SCHOOL,70,WESTMINSTER 50,M,,7812,down,up,flat,M
1451,SHAWSHEEN ELEMENTARY SCHOOL,3120,GREELEY 6,E,,7814,flat,flat,flat,E
1452,SHELLEDY ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,7832,flat,up,flat,E
1453,SHELTON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7833,up,up,flat,E
1454,SHEPARDSON ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,7834,flat,flat,flat,E
1455,SHERIDAN MIDDLE SCHOOL,123,SHERIDAN 2,M,,7837,down,flat,down,M
1456,SHERIDAN HIGH SCHOOL,123,SHERIDAN 2,H,,7842,flat,flat,flat,H
1457,SHERRELWOOD ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,,7860,down,up,flat,E
1458,SIDE CREEK ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,7865,down,down,down,E
1459,SIERRA ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7870,flat,up,flat,E
1460,SIERRA GRANDE ELEMENTARY SCHOOL,740,SIERRA GRANDE R-30,E,,7876,flat,up,flat,E
1461,SIERRA GRANDE MIDDLE SCHOOL,740,SIERRA GRANDE R-30,M,,7878,up,up,flat,M
1462,SOUTHERN COLORADO EARLY COLLEGE,2700,PUEBLO COUNTY 70,H,,7879,flat,flat,flat,H
1463,SIERRA GRANDE SENIOR HIGH SCHOOL,740,SIERRA GRANDE R-30,H,,7880,down,down,down,H
1464,SIERRA HIGH SCHOOL,980,HARRISON 2,H,,7882,up,up,up,H
1465,SIERRA VISTA ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,,7886,up,up,flat,E
1466,CACTUS VALLEY ELEMENTARY SCHOOL,1195,GARFIELD RE-2,E,,7890,up,flat,flat,E
1467,SILVERHEELS MIDDLE SCHOOL,2610,PARK COUNTY RE-2,M,,7891,flat,flat,flat,M
1468,SIMLA ELEMENTARY SCHOOL,940,BIG SANDY 100J,E,,7914,flat,up,up,E
1469,SIMLA JUNIOR HIGH SCHOOL,940,BIG SANDY 100J,M,,7918,up,up,up,M
1470,SIMLA HIGH SCHOOL,940,BIG SANDY 100J,H,,7922,down,flat,flat,H
1471,SINGING HILLS ELEMENTARY SCHOOL,920,ELIZABETH C-1,E,,7925,up,flat,flat,E
1472,SIXTH AVENUE ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,7932,up,down,flat,E
1473,SKINNER MIDDLE SCHOOL,880,DENVER COUNTY 1,M,,7942,up,up,up,M
1474,SKYLINE ELEMENTARY SCHOOL,1140,CANON CITY RE-1,E,,7950,up,down,flat,E
1475,SKYLINE VISTA ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,,7952,flat,up,up,E
1476,SKYLINE HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,H,,7954,down,flat,flat,H
1477,SKYVIEW ELEMENTARY SCHOOL,3100,WINDSOR RE-4,E,,7958,flat,flat,down,E
1478,SKYVIEW MIDDLE SCHOOL,1110,FALCON 49,M,,7960,flat,flat,flat,M
1479,SLATER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7962,flat,flat,flat,E
1480,SLAVENS K-8 SCHOOL,880,DENVER COUNTY 1,E,,7972,flat,flat,flat,E
1481,SLAVENS K-8 SCHOOL,880,DENVER COUNTY 1,M,,7972,flat,flat,flat,M
1482,SMILEY MIDDLE SCHOOL,880,DENVER COUNTY 1,M,,7992,down,flat,flat,M
1483,ESCALANTE MIDDLE SCHOOL,1520,DURANGO 9-R,M,,7994,flat,up,flat,M
1484,SMITH ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,8006,down,down,down,E
1485,SPRINGS RANCH ELEMENTARY SCHOOL,1110,FALCON 49,E,,8010,flat,down,down,E
1486,SMOKY HILL HIGH SCHOOL,130,CHERRY CREEK 5,H,,8020,flat,flat,flat,H
1487,SOMERLID ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,8030,up,up,up,E
1488,JOHN W THIMMIG ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,,8032,flat,up,up,E
1489,SOARING EAGLES ELEMENTARY SCHOOL,980,HARRISON 2,E,,8034,flat,down,flat,E
1490,SOPRIS ELEMENTARY SCHOOL,1180,ROARING FORK RE-1,E,,8038,up,up,up,E
1491,SOROCO MIDDLE SCHOOL,2780,SOUTH ROUTT RE 3,M,,8048,down,up,up,M
1492,SOROCO HIGH SCHOOL,2780,SOUTH ROUTT RE 3,H,,8050,flat,down,flat,H
1493,HENRY WORLD SCHOOL GRADES 6-8,880,DENVER COUNTY 1,M,,8054,up,up,flat,M
1494,SOUTH ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,,8060,flat,flat,flat,E
1495,MOODY ELEMENTARY SCHOOL,140,LITTLETON 6,E,,8064,flat,flat,flat,E
1496,SOUTH MIDDLE SCHOOL,180,ADAMS-ARAPAHOE 28J,M,,8078,up,flat,up,M
1497,SOUTH HIGH SCHOOL,2690,PUEBLO CITY 60,H,,8082,down,down,down,H
1498,WEST DENVER PREP:  FEDERAL CAMPUS,880,DENVER COUNTY 1,M,,8085,flat,down,flat,M
1499,SOUTH HIGH SCHOOL,880,DENVER COUNTY 1,H,,8086,down,flat,flat,H
1500,DEANE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,8090,flat,flat,flat,E
1501,SOUTH LAKEWOOD ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,8102,up,up,up,E
1502,SOARING HAWK ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,8106,flat,flat,up,E
1503,SOUTH MESA ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,,8110,flat,up,flat,E
1504,EDITH TETER ELEMENTARY SCHOOL,2610,PARK COUNTY RE-2,E,,8114,down,down,down,E
1505,SOUTH PARK ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,8116,down,up,down,E
1506,SOUTH PARK HIGH SCHOOL,2610,PARK COUNTY RE-2,H,,8118,flat,flat,flat,H
1507,SOUTH ROUTT ELEMENTARY SCHOOL,2780,SOUTH ROUTT RE 3,E,,8120,up,up,up,E
1508,VENETUCCI ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,,8122,flat,up,up,E
1509,SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL,900,DOUGLAS COUNTY RE 1,E,,8126,down,down,down,E
1510,SOUTHEAST ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,,8130,flat,flat,flat,E
