,Record_no,district_id,district_name,school_id,school,EMH,EMH_combined,achievement_dir,growth_dir,overall_dir,emh
1087,1157.0,1390.0,HUERFANO RE1,9212.0,JOHN MALL HIGH SCHOOL,H,H,up,up,up,H
1088,1158.0,1390.0,HUERFANO RE1,63.0,PEAKVIEW SCHOOL,E,EM,up,flat,flat,E
1089,1159.0,1390.0,HUERFANO RE1,63.0,PEAKVIEW SCHOOL,M,EM,down,flat,flat,M
1090,1160.0,3220.0,IDALIA RJ3,4227.0,IDALIA ELEMENTARY SCHOOL,E,E,up,up,up,E
1091,1161.0,3220.0,IDALIA RJ3,4231.0,IDALIA JUNIORSENIOR HIGH SCHOOL,M,MH,up,,flat,M
1092,1163.0,1540.0,IGNACIO 11 JT,4250.0,IGNACIO ELEMENTARY SCHOOL,E,E,flat,,up,E
1093,1164.0,1540.0,IGNACIO 11 JT,4258.0,IGNACIO HIGH SCHOOL,H,H,up,up,flat,H
1094,1165.0,1540.0,IGNACIO 11 JT,4252.0,IGNACIO INTERMEDIATE SCHOOL,E,E,flat,flat,flat,E
1095,1166.0,1540.0,IGNACIO 11 JT,4254.0,IGNACIO JUNIOR HIGH SCHOOL,M,M,down,up,flat,M
1096,1167.0,1420.0,JEFFERSON COUNTY R1,30.0,ADAMS ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1097,1168.0,1420.0,JEFFERSON COUNTY R1,108.0,ALAMEDA HIGH SCHOOL,H,H,flat,up,up,H
1098,1169.0,1420.0,JEFFERSON COUNTY R1,148.0,ALLENDALE ELEMENTARY SCHOOL,E,E,up,down,flat,E
1099,1170.0,1420.0,JEFFERSON COUNTY R1,370.0,ARVADA HIGH SCHOOL,H,H,flat,down,flat,H
1100,1171.0,1420.0,JEFFERSON COUNTY R1,109.0,ARVADA K8,E,EM,up,up,up,E
1101,1172.0,1420.0,JEFFERSON COUNTY R1,109.0,ARVADA K8,M,EM,up,up,up,M
1102,1173.0,1420.0,JEFFERSON COUNTY R1,378.0,ARVADA WEST HIGH SCHOOL,H,H,flat,flat,flat,H
1103,1174.0,1420.0,JEFFERSON COUNTY R1,664.0,BEAR CREEK HIGH SCHOOL,H,H,down,down,flat,H
1104,1175.0,1420.0,JEFFERSON COUNTY R1,660.0,BEAR CREEK K8 SCHOOL,E,EM,flat,up,flat,E
1105,1176.0,1420.0,JEFFERSON COUNTY R1,660.0,BEAR CREEK K8 SCHOOL,M,EM,flat,flat,flat,M
1106,1177.0,1420.0,JEFFERSON COUNTY R1,694.0,BELL MIDDLE SCHOOL,M,M,flat,down,flat,M
1107,1178.0,1420.0,JEFFERSON COUNTY R1,724.0,BELMAR ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1108,1179.0,1420.0,JEFFERSON COUNTY R1,779.0,BERGEN VALLEY INTERMEDIATE SCHOOL,E,E,flat,flat,flat,E
1109,1180.0,1420.0,JEFFERSON COUNTY R1,951.0,BLUE HERON ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1110,1181.0,1420.0,JEFFERSON COUNTY R1,952.0,BRADFORD INTERMEDIATE SCHOOL,E,E,flat,flat,flat,E
1111,1182.0,1420.0,JEFFERSON COUNTY R1,950.0,BRADFORD PRIMARY SCHOOL,E,E,flat,,flat,E
1112,1183.0,1420.0,JEFFERSON COUNTY R1,965.0,BRADY EXPLORATION SCHOOL,H,H,up,,down,H
1113,1184.0,1420.0,JEFFERSON COUNTY R1,1238.0,CAMPBELL ELEMENTARY SCHOOL,E,E,flat,down,flat,E
1114,1185.0,1420.0,JEFFERSON COUNTY R1,1318.0,CARMODY MIDDLE SCHOOL,M,M,flat,flat,flat,M
1115,1186.0,1420.0,JEFFERSON COUNTY R1,1522.0,CHATFIELD HIGH SCHOOL,H,H,flat,flat,flat,H
1116,1187.0,1420.0,JEFFERSON COUNTY R1,1730.0,COAL CREEK CANYON K8 ELEMENTARY SCHOOL,E,EM,down,flat,flat,E
1117,1188.0,1420.0,JEFFERSON COUNTY R1,1730.0,COAL CREEK CANYON K8 ELEMENTARY SCHOOL,M,EM,flat,flat,flat,M
1118,1189.0,1420.0,JEFFERSON COUNTY R1,7701.0,COLLEGIATE ACADEMY OF COLORADO,E,EMH,flat,up,flat,E
1119,1190.0,1420.0,JEFFERSON COUNTY R1,7701.0,COLLEGIATE ACADEMY OF COLORADO,M,EMH,down,down,down,M
1120,1191.0,1420.0,JEFFERSON COUNTY R1,7701.0,COLLEGIATE ACADEMY OF COLORADO,H,EMH,up,up,flat,H
1121,1192.0,1420.0,JEFFERSON COUNTY R1,1790.0,COLOROW ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1122,1193.0,1420.0,JEFFERSON COUNTY R1,1864.0,COLUMBINE HIGH SCHOOL,H,H,flat,flat,flat,H
1123,1194.0,1420.0,JEFFERSON COUNTY R1,1861.0,COLUMBINE HILLS ELEMENTARY SCHOOL,E,E,flat,down,flat,E
1124,1195.0,1420.0,JEFFERSON COUNTY R1,1880.0,COMPASS MONTESSORI  GOLDEN CHARTER SCHOOL,E,EMH,flat,flat,flat,E
1125,1196.0,1420.0,JEFFERSON COUNTY R1,1880.0,COMPASS MONTESSORI  GOLDEN CHARTER SCHOOL,M,EMH,flat,down,flat,M
1126,1197.0,1420.0,JEFFERSON COUNTY R1,1880.0,COMPASS MONTESSORI  GOLDEN CHARTER SCHOOL,H,EMH,flat,up,up,H
1127,1198.0,1420.0,JEFFERSON COUNTY R1,1869.0,COMPASS MONTESSORI  WHEAT RIDGE CHARTER SCHOOL,E,E,flat,flat,flat,E
1128,1199.0,1420.0,JEFFERSON COUNTY R1,1886.0,CONIFER SENIOR HIGH SCHOOL,H,H,flat,up,up,H
1129,1200.0,1420.0,JEFFERSON COUNTY R1,4798.0,CONNECTIONS LEARNING CENTER ON THE EARLE JOHNSON C,M,MH,up,,down,M
1130,1202.0,1420.0,JEFFERSON COUNTY R1,1876.0,CORONADO ELEMENTARY SCHOOL,E,E,down,down,flat,E
1131,1203.0,1420.0,JEFFERSON COUNTY R1,1976.0,CREIGHTON MIDDLE SCHOOL,M,M,flat,up,flat,M
1132,1204.0,1420.0,JEFFERSON COUNTY R1,2093.0,DAKOTA RIDGE SENIOR HIGH SCHOOL,H,H,flat,flat,flat,H
1133,1205.0,1420.0,JEFFERSON COUNTY R1,8090.0,DEANE ELEMENTARY SCHOOL,E,E,down,down,down,E
1134,1206.0,1420.0,JEFFERSON COUNTY R1,2130.0,DEER CREEK MIDDLE SCHOOL,M,M,flat,flat,flat,M
1135,1207.0,1420.0,JEFFERSON COUNTY R1,9432.0,DENNISON ELEMENTARY SCHOOL,E,E,flat,down,down,E
1136,1208.0,1420.0,JEFFERSON COUNTY R1,2120.0,D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,M,MH,flat,flat,flat,M
1137,1209.0,1420.0,JEFFERSON COUNTY R1,2120.0,D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,H,MH,flat,flat,flat,H
1138,1210.0,1420.0,JEFFERSON COUNTY R1,2194.0,DEVINNY ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1139,1211.0,1420.0,JEFFERSON COUNTY R1,2288.0,DRAKE JUNIOR HIGH SCHOOL,M,M,up,up,flat,M
1140,1212.0,1420.0,JEFFERSON COUNTY R1,2300.0,DUNSTAN MIDDLE SCHOOL,M,M,up,up,up,M
1141,1213.0,1420.0,JEFFERSON COUNTY R1,2322.0,DUTCH CREEK ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1142,1214.0,1420.0,JEFFERSON COUNTY R1,2496.0,EDGEWATER ELEMENTARY SCHOOL,E,E,up,flat,flat,E
1143,1215.0,1420.0,JEFFERSON COUNTY R1,2550.0,EIBER ELEMENTARY SCHOOL,E,E,down,down,flat,E
1144,1216.0,1420.0,JEFFERSON COUNTY R1,2616.0,ELK CREEK ELEMENTARY SCHOOL,E,E,flat,up,flat,E
1145,1217.0,1420.0,JEFFERSON COUNTY R1,2836.0,EVERGREEN HIGH SCHOOL,H,H,flat,flat,flat,H
1146,1218.0,1420.0,JEFFERSON COUNTY R1,2832.0,EVERGREEN MIDDLE SCHOOL,M,M,flat,up,up,M
1147,1219.0,1420.0,JEFFERSON COUNTY R1,2820.0,EVERITT MIDDLE SCHOOL,M,M,down,flat,flat,M
1148,1220.0,1420.0,JEFFERSON COUNTY R1,2799.0,EXCEL ACADEMY CHARTER SCHOOL,E,EM,up,down,flat,E
1149,1221.0,1420.0,JEFFERSON COUNTY R1,2799.0,EXCEL ACADEMY CHARTER SCHOOL,M,EM,flat,flat,flat,M
1150,1222.0,1420.0,JEFFERSON COUNTY R1,2866.0,FAIRMOUNT ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1151,1223.0,1420.0,JEFFERSON COUNTY R1,2963.0,FALCON BLUFFS MIDDLE SCHOOL,M,M,flat,flat,flat,M
1152,1224.0,1420.0,JEFFERSON COUNTY R1,2946.0,FITZMORRIS ELEMENTARY SCHOOL,E,E,flat,up,up,E
1153,1225.0,1420.0,JEFFERSON COUNTY R1,3025.0,FOOTHILLS ELEMENTARY SCHOOL,E,E,down,down,down,E
1154,1226.0,1420.0,JEFFERSON COUNTY R1,3088.0,FOSTER ELEMENTARY SCHOOL,E,E,up,up,up,E
1155,1227.0,1420.0,JEFFERSON COUNTY R1,3201.0,FREE HORIZON MONTESSORI CHARTER SCHOOL,E,EM,down,down,down,E
1156,1228.0,1420.0,JEFFERSON COUNTY R1,3201.0,FREE HORIZON MONTESSORI CHARTER SCHOOL,M,EM,flat,flat,flat,M
1157,1229.0,1420.0,JEFFERSON COUNTY R1,3216.0,FREMONT ELEMENTARY SCHOOL,E,E,up,flat,flat,E
1158,1230.0,1420.0,JEFFERSON COUNTY R1,3450.0,GLENNON HEIGHTS ELEMENTARY SCHOOL,E,E,down,down,down,E
1159,1231.0,1420.0,JEFFERSON COUNTY R1,3502.0,GOLDEN HIGH SCHOOL,H,H,flat,flat,flat,H
1160,1232.0,1420.0,JEFFERSON COUNTY R1,3536.0,GOVERNOR'S RANCH ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1161,1233.0,1420.0,JEFFERSON COUNTY R1,3622.0,GREEN GABLES ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1162,1234.0,1420.0,JEFFERSON COUNTY R1,3624.0,GREEN MOUNTAIN ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1163,1235.0,1420.0,JEFFERSON COUNTY R1,3628.0,GREEN MOUNTAIN HIGH SCHOOL,H,H,down,down,flat,H
1164,1236.0,1420.0,JEFFERSON COUNTY R1,3726.0,HACKBERRY HILL ELEMENTARY SCHOOL,E,E,flat,down,flat,E
1165,1237.0,1420.0,JEFFERSON COUNTY R1,4190.0,HUTCHINSON ELEMENTARY SCHOOL,E,E,flat,up,up,E
1166,1239.0,1420.0,JEFFERSON COUNTY R1,4408.0,JEFFCO'S 21ST CENTURY VIRTUAL ACADEMY,H,MH,up,up,up,H
1167,1240.0,1420.0,JEFFERSON COUNTY R1,4402.0,JEFFERSON ACADEMY CHARTER SCHOOL,E,E,flat,flat,flat,E
1168,1241.0,1420.0,JEFFERSON COUNTY R1,4404.0,JEFFERSON CHARTER ACADEMY JUNIOR HIGH SCHOOL,M,M,down,down,down,M
1169,1242.0,1420.0,JEFFERSON COUNTY R1,4410.0,JEFFERSON CHARTER ACADEMY SENIOR HIGH SCHOOL,H,H,up,flat,flat,H
1170,1243.0,1420.0,JEFFERSON COUNTY R1,6539.0,JEFFERSON COUNTY OPEN ELEMENTARY SCHOOL,E,E,flat,up,up,E
1171,1244.0,1420.0,JEFFERSON COUNTY R1,6541.0,JEFFERSON COUNTY OPEN SECONDARY,M,MH,flat,up,up,M
1172,1245.0,1420.0,JEFFERSON COUNTY R1,6541.0,JEFFERSON COUNTY OPEN SECONDARY,H,MH,up,up,flat,H
1173,1246.0,1420.0,JEFFERSON COUNTY R1,4422.0,JEFFERSON HIGH SCHOOL,H,H,flat,flat,flat,H
1174,1247.0,1420.0,JEFFERSON COUNTY R1,4548.0,KEN CARYL MIDDLE SCHOOL,M,M,flat,flat,flat,M
1175,1248.0,1420.0,JEFFERSON COUNTY R1,4549.0,KENDALLVUE ELEMENTARY SCHOOL,E,E,flat,up,up,E
1176,1249.0,1420.0,JEFFERSON COUNTY R1,4550.0,KENDRICK LAKES ELEMENTARY SCHOOL,E,E,flat,down,flat,E
1177,1250.0,1420.0,JEFFERSON COUNTY R1,4802.0,KULLERSTRAND ELEMENTARY SCHOOL,E,E,down,flat,flat,E
1178,1251.0,1420.0,JEFFERSON COUNTY R1,4830.0,KYFFIN ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1179,1252.0,1420.0,JEFFERSON COUNTY R1,4942.0,LAKEWOOD HIGH SCHOOL,H,H,flat,down,flat,H
1180,1253.0,1420.0,JEFFERSON COUNTY R1,5004.0,LASLEY ELEMENTARY SCHOOL,E,E,down,flat,flat,E
1181,1254.0,1420.0,JEFFERSON COUNTY R1,5024.0,LAWRENCE ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1182,1255.0,1420.0,JEFFERSON COUNTY R1,5036.0,LEAWOOD ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1183,1256.0,1420.0,JEFFERSON COUNTY R1,5145.0,LINCOLN CHARTER ACADEMY,E,EM,down,flat,flat,E
1184,1257.0,1420.0,JEFFERSON COUNTY R1,5145.0,LINCOLN CHARTER ACADEMY,M,EM,flat,flat,flat,M
1185,1258.0,1420.0,JEFFERSON COUNTY R1,5222.0,LITTLE ELEMENTARY SCHOOL,E,E,down,down,down,E
1186,1260.0,1420.0,JEFFERSON COUNTY R1,5350.0,LUKAS ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1187,1261.0,1420.0,JEFFERSON COUNTY R1,5354.0,LUMBERG ELEMENTARY SCHOOL,E,E,down,down,down,E
1188,1262.0,1420.0,JEFFERSON COUNTY R1,5454.0,MANDALAY MIDDLE SCHOOL,M,M,flat,flat,flat,M
1189,1263.0,1420.0,JEFFERSON COUNTY R1,5472.0,MANNING OPTIONS SCHOOL,M,M,flat,flat,flat,M
1190,1264.0,1420.0,JEFFERSON COUNTY R1,5524.0,MAPLE GROVE ELEMENTARY SCHOOL,E,E,down,down,flat,E
1191,1265.0,1420.0,JEFFERSON COUNTY R1,5580.0,MARSHDALE ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1192,1266.0,1420.0,JEFFERSON COUNTY R1,33.0,MC LAIN HIGH SCHOOL,H,H,down,up,up,H
1193,1267.0,1420.0,JEFFERSON COUNTY R1,5758.0,MEIKLEJOHN ELEMENTARY,E,E,flat,down,flat,E
1194,1271.0,1420.0,JEFFERSON COUNTY R1,5944.0,MITCHELL ELEMENTARY SCHOOL,E,E,flat,down,flat,E
1195,1272.0,1420.0,JEFFERSON COUNTY R1,5972.0,MOLHOLM ELEMENTARY SCHOOL,E,E,up,up,up,E
1196,1273.0,1420.0,JEFFERSON COUNTY R1,5994.0,MONTESSORI PEAKS CHARTER ACADEMY,E,EM,flat,flat,flat,E
1197,1274.0,1420.0,JEFFERSON COUNTY R1,5994.0,MONTESSORI PEAKS CHARTER ACADEMY,M,EM,flat,up,flat,M
1198,1275.0,1420.0,JEFFERSON COUNTY R1,6090.0,MOORE MIDDLE SCHOOL,M,M,flat,flat,flat,M
1199,1276.0,1420.0,JEFFERSON COUNTY R1,6133.0,MORTENSEN ELEMENTARY SCHOOL,E,E,flat,down,flat,E
1200,1277.0,1420.0,JEFFERSON COUNTY R1,6135.0,MOUNT CARBON ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1201,1278.0,1420.0,JEFFERSON COUNTY R1,6139.0,MOUNTAIN PHOENIX COMMUNITY SCHOOL,E,EM,flat,down,flat,E
1202,1279.0,1420.0,JEFFERSON COUNTY R1,6139.0,MOUNTAIN PHOENIX COMMUNITY SCHOOL,M,EM,up,flat,flat,M
1203,1280.0,1420.0,JEFFERSON COUNTY R1,6237.0,NEW AMERICA SCHOOL,H,H,down,down,down,H
1204,1281.0,1420.0,JEFFERSON COUNTY R1,6286.0,NORMANDY ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1205,1282.0,1420.0,JEFFERSON COUNTY R1,6330.0,NORTH ARVADA MIDDLE SCHOOL,M,M,up,flat,flat,M
1206,1283.0,1420.0,JEFFERSON COUNTY R1,6470.0,OBERON JUNIOR HIGH SCHOOL,M,M,flat,flat,flat,M
1207,1284.0,1420.0,JEFFERSON COUNTY R1,6474.0,O'CONNELL MIDDLE SCHOOL,M,M,flat,down,flat,M
1208,1285.0,1420.0,JEFFERSON COUNTY R1,6804.0,PARMALEE ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1209,1286.0,1420.0,JEFFERSON COUNTY R1,6806.0,PARR ELEMENTARY SCHOOL,E,E,flat,up,flat,E
1210,1287.0,1420.0,JEFFERSON COUNTY R1,6808.0,PATTERSON ELEMENTARY SCHOOL,E,E,flat,down,down,E
1211,1288.0,1420.0,JEFFERSON COUNTY R1,6828.0,PECK ELEMENTARY SCHOOL,E,E,down,flat,flat,E
1212,1289.0,1420.0,JEFFERSON COUNTY R1,6844.0,PEIFFER ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1213,1290.0,1420.0,JEFFERSON COUNTY R1,6848.0,PENNINGTON ELEMENTARY SCHOOL,E,E,flat,down,down,E
1214,1291.0,1420.0,JEFFERSON COUNTY R1,7078.0,PLEASANT VIEW ELEMENTARY SCHOOL,E,E,down,flat,flat,E
1215,1292.0,1420.0,JEFFERSON COUNTY R1,7114.0,POMONA HIGH SCHOOL,H,H,down,down,down,H
1216,1293.0,1420.0,JEFFERSON COUNTY R1,7128.0,POWDERHORN ELEMENTARY SCHOOL,E,E,flat,down,flat,E
1217,1294.0,1420.0,JEFFERSON COUNTY R1,7190.0,PROSPECT VALLEY ELEMENTARY SCHOOL,E,E,flat,up,up,E
1218,1295.0,1420.0,JEFFERSON COUNTY R1,7238.0,RALSTON ELEMENTARY SCHOOL,E,E,flat,down,flat,E
1219,1296.0,1420.0,JEFFERSON COUNTY R1,7239.0,RALSTON VALLEY SENIOR HIGH SCHOOL,H,H,flat,up,flat,H
1220,1297.0,1420.0,JEFFERSON COUNTY R1,7282.0,RED ROCKS ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1221,1298.0,1420.0,JEFFERSON COUNTY R1,7462.0,ROCKY MOUNTAIN ACADEMY OF EVERGREEN,E,EM,flat,up,flat,E
1222,1299.0,1420.0,JEFFERSON COUNTY R1,7462.0,ROCKY MOUNTAIN ACADEMY OF EVERGREEN,M,EM,flat,up,up,M
1223,1303.0,1420.0,JEFFERSON COUNTY R1,7483.0,ROONEY RANCH ELEMENTARY SCHOOL,E,E,flat,up,flat,E
1224,1304.0,1420.0,JEFFERSON COUNTY R1,7529.0,RYAN ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1225,1305.0,1420.0,JEFFERSON COUNTY R1,7708.0,SECREST ELEMENTARY SCHOOL,E,E,down,down,down,E
1226,1306.0,1420.0,JEFFERSON COUNTY R1,7753.0,SEMPER ELEMENTARY SCHOOL,E,E,flat,down,down,E
1227,1307.0,1420.0,JEFFERSON COUNTY R1,7780.0,SHAFFER ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1228,1308.0,1420.0,JEFFERSON COUNTY R1,7833.0,SHELTON ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1229,1309.0,1420.0,JEFFERSON COUNTY R1,4478.0,SHERIDAN GREEN ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1230,1310.0,1420.0,JEFFERSON COUNTY R1,7870.0,SIERRA ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1231,1311.0,1420.0,JEFFERSON COUNTY R1,7962.0,SLATER ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1232,1315.0,1420.0,JEFFERSON COUNTY R1,8102.0,SOUTH LAKEWOOD ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1233,1316.0,1420.0,JEFFERSON COUNTY R1,8209.0,STANDLEY LAKE HIGH SCHOOL,H,H,flat,down,flat,H
1234,1317.0,1420.0,JEFFERSON COUNTY R1,8248.0,STEIN ELEMENTARY SCHOOL,E,E,flat,flat,down,E
1235,1318.0,1420.0,JEFFERSON COUNTY R1,8223.0,STEVENS ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1236,1319.0,1420.0,JEFFERSON COUNTY R1,8276.0,STOBER ELEMENTARY SCHOOL,E,E,flat,down,flat,E
1237,1320.0,1420.0,JEFFERSON COUNTY R1,8280.0,STONY CREEK ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1238,1321.0,1420.0,JEFFERSON COUNTY R1,8300.0,STOTT ELEMENTARY SCHOOL,E,E,down,down,down,E
1239,1322.0,1420.0,JEFFERSON COUNTY R1,8381.0,SUMMIT RIDGE MIDDLE SCHOOL,M,M,flat,flat,flat,M
1240,1323.0,1420.0,JEFFERSON COUNTY R1,8432.0,SWANSON ELEMENTARY SCHOOL,E,E,down,down,flat,E
1241,1324.0,1420.0,JEFFERSON COUNTY R1,8834.0,THOMSON ELEMENTARY SCHOOL,E,E,flat,up,up,E
1242,1325.0,1420.0,JEFFERSON COUNTY R1,8793.0,TWO ROADS CHARTER SCHOOL,M,MH,down,,down,M
1243,1326.0,1420.0,JEFFERSON COUNTY R1,8793.0,TWO ROADS CHARTER SCHOOL,H,MH,flat,flat,flat,H
1244,1327.0,1420.0,JEFFERSON COUNTY R1,9008.0,UTE MEADOWS ELEMENTARY SCHOOL,E,E,up,flat,flat,E
1245,1328.0,1420.0,JEFFERSON COUNTY R1,9052.0,VAN ARSDALE ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1246,1329.0,1420.0,JEFFERSON COUNTY R1,9058.0,VANDERHOOF ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1247,1330.0,1420.0,JEFFERSON COUNTY R1,9154.0,VIVIAN ELEMENTARY SCHOOL,E,E,down,down,down,E
1248,1331.0,1420.0,JEFFERSON COUNTY R1,9232.0,WARDER ELEMENTARY SCHOOL,E,E,flat,down,flat,E
1249,1332.0,1420.0,JEFFERSON COUNTY R1,9299.0,WAYNE CARLE MIDDLE SCHOOL,M,M,flat,flat,flat,M
1250,1333.0,1420.0,JEFFERSON COUNTY R1,9328.0,WEBER ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1251,1334.0,1420.0,JEFFERSON COUNTY R1,9342.0,WELCHESTER ELEMENTARY SCHOOL,E,E,down,down,down,E
1252,1335.0,1420.0,JEFFERSON COUNTY R1,9424.0,WEST JEFFERSON ELEMENTARY SCHOOL,E,E,down,flat,flat,E
1253,1336.0,1420.0,JEFFERSON COUNTY R1,9428.0,WEST JEFFERSON MIDDLE SCHOOL,M,M,flat,flat,flat,M
1254,1337.0,1420.0,JEFFERSON COUNTY R1,9429.0,WEST WOODS ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1255,1338.0,1420.0,JEFFERSON COUNTY R1,9412.0,WESTGATE ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1256,1339.0,1420.0,JEFFERSON COUNTY R1,9490.0,WESTRIDGE ELEMENTARY SCHOOL,E,E,flat,down,flat,E
1257,1340.0,1420.0,JEFFERSON COUNTY R1,9515.0,WHEAT RIDGE 58,E,EM,flat,flat,flat,E
1258,1341.0,1420.0,JEFFERSON COUNTY R1,9515.0,WHEAT RIDGE 58,M,EM,flat,flat,flat,M
1259,1342.0,1420.0,JEFFERSON COUNTY R1,9510.0,WHEAT RIDGE HIGH SCHOOL,H,H,flat,flat,flat,H
1260,1343.0,1420.0,JEFFERSON COUNTY R1,9638.0,WILMORE DAVIS ELEMENTARY SCHOOL,E,E,down,down,flat,E
1261,1344.0,1420.0,JEFFERSON COUNTY R1,9648.0,WILMOT ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1262,1345.0,1420.0,JEFFERSON COUNTY R1,9678.0,WITT ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1263,1346.0,1420.0,JEFFERSON COUNTY R1,9427.0,WOODROW WILSON CHARTER ACADEMY,E,EM,flat,flat,flat,E
1264,1347.0,1420.0,JEFFERSON COUNTY R1,9427.0,WOODROW WILSON CHARTER ACADEMY,M,EM,flat,down,flat,M
1265,1348.0,3110.0,JOHNSTOWNMILLIKEN RE5J,4785.0,KNOWLEDGE QUEST ACADEMY,E,EM,flat,up,up,E
1266,1349.0,3110.0,JOHNSTOWNMILLIKEN RE5J,4785.0,KNOWLEDGE QUEST ACADEMY,M,EM,flat,flat,up,M
1267,1350.0,3110.0,JOHNSTOWNMILLIKEN RE5J,5078.0,LETFORD ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
1268,1351.0,3110.0,JOHNSTOWNMILLIKEN RE5J,5896.0,MILLIKEN ELEMENTARY SCHOOL,E,E,flat,down,flat,E
1269,1352.0,3110.0,JOHNSTOWNMILLIKEN RE5J,5902.0,MILLIKEN MIDDLE SCHOOL,M,M,flat,down,flat,M
1270,1353.0,3110.0,JOHNSTOWNMILLIKEN RE5J,6963.0,PIONEER RIDGE ELEMENTARY SCHOOL,E,E,flat,up,flat,E
1271,1354.0,3110.0,JOHNSTOWNMILLIKEN RE5J,7490.0,ROOSEVELT HIGH SCHOOL,H,H,flat,up,up,H
1272,1356.0,2862.0,JULESBURG RE1,4369.0,INSIGHT SCHOOL OF COLORADO AT JULESBURG,H,MH,up,flat,flat,H
1273,1357.0,2862.0,JULESBURG RE1,4488.0,JULESBURG ELEMENTARY SCHOOL,E,E,down,flat,flat,E
1274,1358.0,2862.0,JULESBURG RE1,4492.0,JULESBURG HIGH SCHOOL,M,MH,down,flat,flat,M
1275,1359.0,2862.0,JULESBURG RE1,4492.0,JULESBURG HIGH SCHOOL,H,MH,down,down,down,H
1276,1364.0,1810.0,KARVAL RE23,4504.0,KARVAL ONLINE EDUCATION,M,EMH,up,up,up,M
1277,1365.0,1810.0,KARVAL RE23,4504.0,KARVAL ONLINE EDUCATION,H,EMH,down,flat,flat,H
1278,1366.0,3090.0,KEENESBURG RE3(J),1299.0,CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,E,EM,flat,flat,up,E
1279,1367.0,3090.0,KEENESBURG RE3(J),1299.0,CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,M,EM,flat,flat,flat,M
1280,1368.0,3090.0,KEENESBURG RE3(J),4526.0,HOFF ELEMENTARY SCHOOL,E,E,down,down,down,E
1281,1369.0,3090.0,KEENESBURG RE3(J),4148.0,HUDSON ELEMENTARY SCHOOL,E,E,up,flat,up,E
1282,1370.0,3090.0,KEENESBURG RE3(J),3090.0,LOCHBUIE ELEMENTARY SCHOOL,E,E,down,flat,down,E
1283,1371.0,3090.0,KEENESBURG RE3(J),9347.0,WELD CENTRAL JUNIOR HIGH SCHOOL,M,M,down,down,down,M
1284,1372.0,3090.0,KEENESBURG RE3(J),1446.0,WELD CENTRAL SENIOR HIGH SCHOOL,H,H,up,flat,flat,H
1285,1376.0,930.0,KIOWA C2,4724.0,KIOWA ELEMENTARY SCHOOL,E,E,flat,up,flat,E
1286,1377.0,930.0,KIOWA C2,4728.0,KIOWA HIGH SCHOOL,H,H,flat,flat,flat,H
1287,1378.0,930.0,KIOWA C2,4726.0,KIOWA MIDDLE SCHOOL,M,M,flat,flat,flat,M
1288,1379.0,510.0,KIT CARSON R1,4738.0,KIT CARSON ELEMENTARY SCHOOL,E,E,down,flat,flat,E
1289,1380.0,510.0,KIT CARSON R1,4742.0,KIT CARSON JUNIORSENIOR HIGH SCHOOL,M,MH,flat,down,flat,M
