school,district_id,district_name,emh,school_id,school_grade,read_achievement,math_achievement,write_achievement,science_achievement,overall_weighted_growth,read_growth,math_growth,write_growth,graduation_rate
EASTRIDGE COMMUNITY ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,2428,6,5,6,5,6,8,7,7,8,
EDISON ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,2510,6,5,6,5,5,8,9,7,7,
GREEN ACRES ELEMENTARY SCHOOL,2405,FORT MORGAN RE-3,E,3620,6,6,6,5,,8,9,9,6,
RYE ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,7530,6,6,8,6,8,6,5,6,7,
SANBORN ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,7584,6,6,6,6,6,6,6,6,6,
SECREST ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,7708,6,6,6,5,6,7,10,6,6,
CENTENNIAL K-8 SCHOOL,880,DENVER COUNTY 1,M,1400,6,5,1,5,3,9,9,9,7,
CRESTONE CHARTER SCHOOL,2800,MOFFAT 2,E,2018,6,6,6,5,,5,3,3,9,
DE BEQUE UNDIVIDED HIGH SCHOOL,1980,DE BEQUE 49JT,M,2126,6,5,4,5,6,6,3,9,5,
PLATTE VALLEY ELEMENTARY SCHOOL,3130,PLATTE VALLEY RE-7,E,7052,6,6,6,6,6,7,6,7,6,
BELLE CREEK CHARTER SCHOOL,40,BRIGHTON 27J,E,700,6,6,6,6,6,7,6,8,6,
PUEBLO CHARTER SCHOOL FOR THE ARTS & SCIENCES,2690,PUEBLO CITY 60,M,7209,6,7,5,7,9,6,7,6,7,
MESA MIDDLE SCHOOL,900,DOUGLAS COUNTY RE 1,M,267,6,7,6,7,7,6,5,6,6,
LUCILE ERWIN MIDDLE SCHOOL,1560,THOMPSON R2-J,M,5335,6,8,6,9,9,6,7,6,6,
THUNDER RIDGE MIDDLE SCHOOL,130,CHERRY CREEK 5,M,8848,6,7,6,8,7,6,6,5,6,
CACHE LA POUDRE MIDDLE SCHOOL,1550,POUDRE R-1,M,1190,6,8,6,9,9,6,7,6,6,
COWELL ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,1928,6,1,4,2,1,10,11,9,9,
IRISH ELEMENTARY SCHOOL,1550,POUDRE R-1,E,4282,6,5,6,5,4,9,7,9,8,
WINDSOR MIDDLE SCHOOL,3100,WINDSOR RE-4,M,9670,6,7,6,9,8,6,6,6,6,
WOODLAND PARK MIDDLE SCHOOL,3020,WOODLAND PARK RE-2,M,9694,6,7,6,7,9,6,6,7,6,
FREE HORIZON MONTESSORI CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,E,3201,6,9,6,6,9,6,6,5,6,
HOLLY HILLS ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,4062,6,5,6,6,6,7,7,7,6,
MORTON ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,6132,6,6,9,6,6,6,5,7,7,
THUNDER MOUNTAIN ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,8846,6,6,7,6,7,6,6,6,6,
THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH,1110,FALCON 49,M,4251,6,9,6,9,6,7,6,6,8,
FOWLER ELEMENTARY SCHOOL,2540,FOWLER R-4J,E,56,6,9,9,9,6,6,6,5,6,
EAST MIDDLE SCHOOL,180,ADAMS-ARAPAHOE 28J,M,2384,6,3,2,3,5,9,9,8,9,
CARMODY MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,1318,6,6,6,6,7,6,6,6,6,
EVANS INTERNATIONAL ELEMENTARY SCHOOL,1110,FALCON 49,E,1618,6,6,7,7,7,6,6,5,7,
DRAKE JUNIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,M,2288,6,8,7,9,8,6,6,7,4,
MARY E PENNOCK ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,5615,6,6,7,6,6,6,6,6,6,
SANFORD ELEMENTARY SCHOOL,560,SANFORD 6J,E,7612,6,7,9,7,6,6,6,5,6,
ROGERS ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,9618,6,5,5,5,3,7,6,6,9,
DENVER SCHOOL OF THE ARTS,880,DENVER COUNTY 1,M,2184,6,12,6,12,10,5,6,3,6,
GLACIER PEAK ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,14,6,6,7,6,6,6,6,6,6,
CARLILE ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,1304,6,8,7,6,6,5,5,5,5,
MANITOU SPRINGS MIDDLE SCHOOL,1030,MANITOU SPRINGS 14,M,5464,6,8,6,9,8,6,6,6,6,
SARGENT ELEMENTARY SCHOOL,2750,SARGENT RE-33J,E,7660,6,9,7,7,6,5,4,6,5,
WESTVIEW ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,9494,6,6,6,5,5,6,7,6,6,
SAGE CANYON ELEMENTARY,900,DOUGLAS COUNTY RE 1,E,5607,6,9,9,9,6,5,6,1,8,
PARK ELEMENTARY SCHOOL,1520,DURANGO 9-R,E,6738,6,6,8,6,6,6,5,9,5,
CASTLE ROCK MIDDLE SCHOOL,900,DOUGLAS COUNTY RE 1,M,2226,6,8,6,9,8,6,6,6,6,
HUTCHINSON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,4190,6,10,9,9,10,5,6,4,6,
GRAND MESA MIDDLE SCHOOL,2000,MESA COUNTY VALLEY 51,M,3584,6,6,5,6,6,8,6,9,7,
MEADOW POINT ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,5744,6,6,6,6,6,7,6,8,7,
MOUNTAIN VIEW ELEMENTARY SCHOOL,3100,WINDSOR RE-4,E,6750,6,9,9,9,7,5,6,6,3,
SLATER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,7962,6,6,6,5,6,7,9,8,6,
SPROUL JUNIOR HIGH SCHOOL,990,WIDEFIELD 3,M,8178,6,6,6,6,6,8,6,9,6,
WINGATE ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,9673,6,7,7,8,7,6,6,5,9,
COTOPAXI ELEMENTARY SCHOOL,1160,COTOPAXI RE-3,E,3220,6,8,6,6,7,6,2,10,5,
POMONA ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,7110,6,6,6,6,6,6,6,5,6,
BERRY CREEK MIDDLE SCHOOL,910,EAGLE COUNTY RE 50,M,793,6,5,4,5,5,9,9,9,6,
BYERS ELEMENTARY SCHOOL,190,BYERS 32J,E,1168,6,7,7,6,6,5,2,6,6,
WELDON VALLEY ELEMENTARY SCHOOL,2505,WELDON VALLEY RE-20(J),E,9352,6,6,9,6,6,6,5,9,6,
ROCKY MOUNTAIN CLASSICAL ACADEMY,1110,FALCON 49,E,7463,6,7,9,6,6,5,3,6,6,
FITZMORRIS ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,2946,6,6,6,6,6,7,7,7,6,
HORIZON MIDDLE SCHOOL,1110,FALCON 49,M,4102,6,6,6,8,7,6,6,6,6,
RANCH VIEW MIDDLE SCHOOL,900,DOUGLAS COUNTY RE 1,M,7245,6,9,7,9,9,5,5,6,6,
LITTLE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,5222,6,6,5,6,7,6,6,6,8,
JEFFERSON COUNTY OPEN SECONDARY,1420,JEFFERSON COUNTY R-1,M,6541,6,6,2,6,7,6,6,9,6,
MC KINLEY-THATCHER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,5702,6,5,5,6,6,6,6,6,7,
RUDY ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,7513,6,8,9,8,6,5,6,5,5,
SEDALIA ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,7718,6,6,7,6,6,6,7,6,6,
CARBONDALE COMMUNITY CHARTER SCHOOL,1180,ROARING FORK RE-1,E,429,6,12,9,10,9,3,2,3,6,
BILL REED MIDDLE SCHOOL,1560,THOMPSON R2-J,M,5312,6,6,6,6,6,6,6,7,5,
MILLIKEN MIDDLE SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,M,5902,6,6,6,7,6,8,8,7,8,
SKINNER MIDDLE SCHOOL,880,DENVER COUNTY 1,M,7942,6,4,3,5,4,9,12,9,6,
BROOMFIELD HEIGHTS MIDDLE SCHOOL,480,BOULDER VALLEY RE 2,M,1066,6,6,6,6,7,6,6,6,6,
CENTURY MIDDLE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,1480,6,7,6,7,9,5,6,5,6,
ROXBOROUGH INTERMEDIATE,900,DOUGLAS COUNTY RE 1,E,2954,6,8,9,6,7,6,6,6,5,
KIM ELEMENTARY SCHOOL,1760,KIM REORGANIZED 88,E,4690,6,6,6,6,,6,6,5,6,
PRAIRIE HEIGHTS ELEMENTARY SCHOOL,1070,HANOVER 28,E,6701,6,6,9,7,,6,1,9,6,
RIDGWAY ELEMENTARY SCHOOL,2590,RIDGWAY R-2,E,7342,6,9,9,9,9,6,6,5,6,
SUNRISE ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,8392,6,6,7,7,6,6,6,5,7,
ELBERT JUNIOR-SENIOR HIGH SCHOOL,950,ELBERT 200,M,2574,6,7,6,7,9,6,7,4,9,
ROCKY MOUNTAIN ACADEMY OF EVERGREEN,1420,JEFFERSON COUNTY R-1,M,7462,6,9,7,10,7,5,5,4,6,
CIMARRON ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,1614,6,6,6,6,6,7,8,6,7,
GARDEN PLACE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,3296,6,1,6,3,1,12,6,13,9,
HIGHLAND PARK ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,3976,6,6,6,6,5,6,6,6,6,
ROOSEVELT EDISON CHARTER SCHOOL,1010,COLORADO SPRINGS 11,E,7482,6,5,6,6,6,6,6,7,6,
WELD CENTRAL JUNIOR HIGH SCHOOL,3090,KEENESBURG RE-3(J),M,9347,6,6,6,6,6,6,6,6,6,
SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,110,SANGRE DE CRISTO RE-22J,M,7630,6,6,5,6,10,6,7,6,6,
MONFORT ELEMENTARY SCHOOL,3120,GREELEY 6,E,5985,6,6,8,6,6,6,5,8,6,
HOTCHKISS ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),M,4124,6,7,6,9,8,5,5,6,5,
AVONDALE ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,472,6,6,6,6,6,6,6,5,8,
PRAIRIE MIDDLE SCHOOL,130,CHERRY CREEK 5,M,7158,6,5,6,6,6,9,6,10,6,
CRAVER MIDDLE SCHOOL,2700,PUEBLO COUNTY 70,M,7532,6,7,6,9,9,6,6,5,6,
SOROCO MIDDLE SCHOOL,2780,SOUTH ROUTT RE 3,M,8048,6,6,5,6,9,6,12,1,8,
CALICHE JUNIOR-SENIOR HIGH SCHOOL,1828,VALLEY RE-1,M,1224,6,8,5,7,9,6,6,6,6,
PUEBLO CHARTER SCHOOL FOR THE ARTS & SCIENCES,2690,PUEBLO CITY 60,E,7209,6,6,6,6,6,6,6,4,6,
HARRY L MC GINNIS MIDDLE SCHOOL,490,BUENA VISTA R-31,M,1132,6,6,5,6,9,6,6,6,6,
FALCON MIDDLE SCHOOL,1110,FALCON 49,M,2906,6,7,6,7,6,6,5,6,6,
GODDARD MIDDLE SCHOOL,140,LITTLETON 6,M,3472,6,6,6,7,6,6,6,6,5,
NEWTON MIDDLE SCHOOL,140,LITTLETON 6,M,4316,6,9,7,9,9,5,5,6,2,
TAVELLI ELEMENTARY SCHOOL,1550,POUDRE R-1,E,8460,6,7,8,9,6,6,6,5,6,
CENTRAL ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,1434,6,6,6,6,6,6,6,6,6,
SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL,900,DOUGLAS COUNTY RE 1,E,8126,6,6,6,6,6,6,6,7,6,
SKY VIEW MIDDLE SCHOOL,2700,PUEBLO COUNTY 70,M,25,6,7,6,7,7,6,6,5,6,
B F KITCHEN ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,865,6,6,6,6,6,6,6,6,5,
EAST ELEMENTARY SCHOOL,2020,MOFFAT COUNTY RE:NO 1,E,2374,6,6,6,5,6,6,8,5,6,
HAYDEN VALLEY ELEMENTARY SCHOOL,2760,HAYDEN RE-1,E,2522,6,6,8,6,6,6,9,5,3,
JAMES MADISON CHARTER ACADEMY SCHOOL,990,WIDEFIELD 3,E,5033,6,6,6,6,5,6,6,6,6,
TRAIL RIDGE MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,8903,6,6,6,6,6,7,7,6,7,
AURORA WEST COLLEGE PREPARATORY ACADEMY,180,ADAMS-ARAPAHOE 28J,M,9396,6,3,2,3,3,10,10,9,9,
CESAR CHAVEZ ACADEMY,2690,PUEBLO CITY 60,M,1488,6,6,2,7,6,6,6,4,7,
MARY BLAIR ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,890,6,6,9,6,8,5,5,5,6,
COLUMBINE MIDDLE SCHOOL,2180,MONTROSE COUNTY RE-1J,M,6054,6,6,6,8,6,6,6,7,6,
WINOGRAD K-8 ELEMENTARY SCHOOL,3120,GREELEY 6,E,53,6,6,7,6,6,5,5,5,6,
AVON ELEMENTARY SCHOOL,910,EAGLE COUNTY RE 50,E,471,6,5,6,5,5,8,9,6,8,
MOUNTAIN RIDGE MIDDLE SCHOOL,1040,ACADEMY 20,M,6140,6,9,7,9,9,5,6,3,6,
NORTHGLENN MIDDLE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,6398,6,6,5,6,6,8,8,6,8,
CENTENNIAL MIDDLE SCHOOL,2180,MONTROSE COUNTY RE-1J,M,1392,6,6,5,6,6,9,9,6,9,
COLUMBIA MIDDLE SCHOOL,180,ADAMS-ARAPAHOE 28J,M,1800,6,5,6,6,6,8,6,9,6,
VAN ARSDALE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,9052,6,9,8,9,9,5,6,6,2,
ROCKRIMMON ELEMENTARY SCHOOL,1040,ACADEMY 20,E,7460,6,9,9,9,7,5,3,6,6,
COLE ARTS AND SCIENCE ACADEMY,880,DENVER COUNTY 1,M,1785,6,1,1,3,5,11,9,12,11,
LAS ANIMAS ELEMENTARY SCHOOL,290,LAS ANIMAS RE-1,E,1812,6,9,9,8,6,5,5,3,6,
FOUNTAIN MIDDLE SCHOOL,1000,FOUNTAIN 8,M,3106,6,6,6,7,8,5,5,5,6,
MIAMI/YODER ELEMENTARY SCHOOL,1130,MIAMI/YODER 60 JT,E,5850,6,6,6,6,6,8,7,6,8,
OLATHE ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,6486,6,4,6,3,3,9,6,8,9,
VAUGHN ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,9060,6,3,3,1,1,10,9,12,6,
CASTRO ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,9496,6,1,3,2,3,10,9,10,9,
RIDGEVIEW CLASSICAL CHARTER SCHOOLS,1550,POUDRE R-1,E,146,6,9,6,6,7,6,3,6,6,
HAXTUN ELEMENTARY SCHOOL,2630,HAXTUN RE-2J,M,3846,6,7,5,7,6,6,6,5,8,
RIVERDALE ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,2584,6,6,6,6,6,6,6,6,6,
KENNETH P MORRIS ELEMENTARY SCHOOL,3200,YUMA 1,E,9795,6,5,6,5,5,6,6,9,4,
RIM ROCK ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,362,6,6,6,6,7,6,5,5,7,
ABRAMS ELEMENTARY SCHOOL,1000,FOUNTAIN 8,E,1334,6,6,6,6,7,5,6,5,6,
CENTENNIAL ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,1388,6,6,6,5,6,6,6,6,6,
LAWRENCE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,5024,6,6,6,6,6,6,8,1,8,
PIONEER BILINGUAL ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,6962,6,6,6,6,6,6,6,7,6,
WELCHESTER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,9342,6,6,6,6,6,7,9,6,6,
SILVER HILLS MIDDLE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,4187,6,6,6,6,8,6,6,6,6,
LANSING ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,4970,6,3,4,3,1,9,7,10,9,
LAREDO MIDDLE SCHOOL,130,CHERRY CREEK 5,M,4975,6,6,6,7,6,6,5,6,6,
AGUILAR ELEMENTARY SCHOOL,1620,AGUILAR REORGANIZED 6,E,58,6,6,6,6,5,6,7,6,6,
CLEAR CREEK MIDDLE SCHOOL,540,CLEAR CREEK RE-1,M,1660,6,6,6,7,7,5,5,5,6,
ROCKY MOUNTAIN ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,7464,6,5,6,6,4,7,9,7,6,
SILVERTON MIDDLE SCHOOL,2820,SILVERTON 1,M,7902,6,6,5,6,,6,6,6,7,
TRUSCOTT ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,8918,6,6,6,5,6,6,9,6,6,
DELTA VISION SCHOOL,870,DELTA COUNTY 50(J),M,2166,6,6,5,6,6,7,7,6,9,
MOORE K-8 SCHOOL,880,DENVER COUNTY 1,M,6088,6,5,1,5,6,8,9,6,7,
NORTH VALLEY MIDDLE SCHOOL,3080,WELD COUNTY RE-1,M,4854,6,6,3,6,7,6,9,5,8,
ANGEVINE MIDDLE SCHOOL,480,BOULDER VALLEY RE 2,M,4878,6,6,5,6,7,7,9,6,9,
VINELAND MIDDLE SCHOOL,2700,PUEBLO COUNTY 70,M,9134,6,6,6,6,9,6,6,6,6,
BENNETT ELEMENTARY SCHOOL,50,BENNETT 29J,E,770,6,6,6,6,6,6,5,5,6,
HOLM ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,4074,6,4,6,5,6,7,7,6,9,
PANORAMA MIDDLE SCHOOL,980,HARRISON 2,M,6686,6,5,5,6,6,6,6,7,6,
CLAYTON ELEMENTARY SCHOOL,120,ENGLEWOOD 1,E,1652,6,6,6,6,5,6,5,6,6,
EXPLORER ELEMENTARY SCHOOL,1040,ACADEMY 20,E,2800,6,10,10,10,9,5,6,5,5,
SOPRIS ELEMENTARY SCHOOL,1180,ROARING FORK RE-1,E,8038,6,7,9,7,6,3,6,1,6,
MESA VALLEY VISION HOME AND COMMUNITY PROGRAM,2000,MESA COUNTY VALLEY 51,E,5828,6,6,6,5,6,6,6,5,6,
MOUNTAIN VISTA COMMUNITY SCHOOL,980,HARRISON 2,E,6162,6,6,7,6,5,6,6,6,6,
PRAIRIE ELEMENTARY SCHOOL,3147,PRAIRIE RE-11,E,7154,6,10,10,9,9,5,4,6,5,
PLACE BRIDGE ACADEMY,880,DENVER COUNTY 1,M,7045,6,1,1,1,5,9,8,9,7,
FRUITA 8/9 SCHOOL,2000,MESA COUNTY VALLEY 51,M,361,6,6,3,6,6,6,6,5,6,
LINCOLN ORCHARD MESA ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,5210,6,5,6,5,6,6,7,6,6,
MARTINEZ ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,5610,6,8,9,9,6,5,2,5,6,
NISLEY ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,6264,6,5,6,3,3,7,8,9,5,
BAKER CENTRAL SCHOOL,2405,FORT MORGAN RE-3,E,492,6,6,5,6,5,6,6,6,7,
BELMAR ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,724,6,6,6,6,6,6,6,6,6,
WEBSTER ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,9334,6,6,7,6,6,6,6,6,6,
YORK INTERNATIONAL,10,MAPLETON 1,M,503,6,6,5,6,6,6,6,5,6,
NEW VISION CHARTER SCHOOL,1560,THOMPSON R2-J,M,6220,6,7,5,9,9,6,7,6,6,
INDIAN PEAKS ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,4278,6,5,6,6,2,8,6,7,9,
HOPKINS ELEMENTARY SCHOOL,140,LITTLETON 6,E,5572,6,6,8,6,7,6,2,6,6,
PARR ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,6806,6,6,6,6,6,6,6,6,3,
CANON CITY MIDDLE SCHOOL,1140,CANON CITY RE-1,M,1262,6,6,6,6,6,5,5,5,5,
ARCHULETA ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,3340,6,4,6,5,5,7,6,9,6,
NORTHRIDGE ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,6404,6,3,5,3,1,9,9,7,7,
OTIS ELEMENTARY SCHOOL,3050,OTIS R-3,E,6582,6,6,6,6,9,6,6,6,7,
PLATTEVILLE ELEMENTARY SCHOOL,3080,WELD COUNTY RE-1,E,7056,6,7,7,6,6,6,7,6,5,
AURORA ACADEMY CHARTER SCHOOL,180,ADAMS-ARAPAHOE 28J,E,458,6,6,6,6,6,6,6,6,6,
HIGH POINT ACADEMY,8001,CHARTER SCHOOL INSTITUTE,E,655,6,6,6,6,6,6,10,5,3,
T.R. PAUL ACADEMY OF ARTS & KNOWLEDGE,8001,CHARTER SCHOOL INSTITUTE,M,657,6,6,3,6,,6,8,6,6,
BETHUNE JUNIOR-SENIOR HIGH SCHOOL,1490,BETHUNE R-5,M,842,6,5,3,6,5,6,9,5,7,
IDALIA JUNIOR-SENIOR HIGH SCHOOL,3220,IDALIA RJ-3,M,4231,6,3,4,4,6,7,6,12,3,
CROWLEY COUNTY WARD MIDDLE SCHOOL,770,CROWLEY COUNTY RE-1-J,M,2054,6,6,5,6,5,6,6,5,7,
HARRINGTON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,3778,6,1,5,2,1,9,9,9,9,
SIERRA MIDDLE SCHOOL,900,DOUGLAS COUNTY RE 1,M,6773,6,7,6,9,9,6,3,6,6,
STELLAR ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,8225,6,6,7,6,6,6,6,5,6,
LINCOLN CHARTER ACADEMY,1420,JEFFERSON COUNTY R-1,M,5145,6,9,6,9,9,5,6,3,6,
LAMAR MIDDLE SCHOOL,2660,LAMAR RE-2,M,4956,6,6,6,6,6,6,5,6,6,
HEIMAN ELEMENTARY SCHOOL,3120,GREELEY 6,E,52,6,5,6,6,5,6,3,9,6,
LOMA ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,5244,6,7,9,7,8,5,6,3,6,
PIONEER ELEMENTARY SCHOOL,2405,FORT MORGAN RE-3,E,6954,6,5,6,3,,6,6,6,6,
SPANGLER ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,8140,6,3,5,5,2,7,6,6,12,
TAYLOR ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,8462,6,7,7,6,6,5,6,3,6,
PAGOSA SPRINGS MIDDLE SCHOOL,220,ARCHULETA COUNTY 50 JT,E,6657,6,7,6,6,6,6,9,5,4,
ALLENDALE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,148,6,5,5,3,5,6,6,7,5,
KEN CARYL MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,4548,6,8,7,9,9,5,3,8,2,
HUDSON ELEMENTARY SCHOOL,3090,KEENESBURG RE-3(J),E,4148,6,6,6,6,5,6,6,6,6,
SAGEBRUSH ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,7559,6,6,6,6,6,6,6,6,5,
WATSON JUNIOR HIGH SCHOOL,990,WIDEFIELD 3,M,9294,6,6,6,6,6,6,5,9,5,
EYESTONE ELEMENTARY SCHOOL,1550,POUDRE R-1,E,9370,6,6,7,6,6,6,6,5,7,
WINOGRAD K-8 ELEMENTARY SCHOOL,3120,GREELEY 6,M,53,6,6,5,6,6,6,6,6,6,
IMAGINE CHARTER,470,ST VRAIN VALLEY RE 1J,M,4333,6,7,5,6,6,6,5,7,6,
CASEY MIDDLE SCHOOL,480,BOULDER VALLEY RE 2,M,1352,6,6,6,6,6,9,8,7,9,
SUMMIT ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,8380,6,6,7,6,6,5,6,5,5,
BATES ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,594,6,7,7,7,6,3,5,3,3,
EADS MIDDLE SCHOOL,1430,EADS RE-1,M,2332,6,7,7,9,,5,1,6,6,
FIELD ELEMENTARY SCHOOL,140,LITTLETON 6,E,2926,6,6,6,6,6,6,6,6,6,
LAB ELEMENTARY SCHOOL FOR CREATIVE LEARNING,1550,POUDRE R-1,E,3791,6,6,6,6,9,6,6,6,6,
HORIZON MIDDLE SCHOOL,130,CHERRY CREEK 5,M,4100,6,6,5,6,6,6,6,6,8,
AVERY/PARSONS ELEMENTARY SCHOOL,490,BUENA VISTA R-31,E,4306,6,7,7,9,6,3,9,1,6,
LEROY DRIVE ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,5058,6,6,7,6,5,6,4,7,5,
MC CLAVE ELEMENTARY SCHOOL,310,MC CLAVE RE-2,E,5666,6,6,6,6,6,7,8,6,7,
BARONE MIDDLE SCHOOL,2710,MEEKER RE1,M,5754,6,7,6,9,9,5,6,5,5,
MIDLAND ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,5878,6,6,6,6,6,6,5,6,6,
PEYTON ELEMENTARY SCHOOL,1060,PEYTON 23 JT,E,6898,6,7,8,6,9,5,6,3,6,
RIDGEVIEW ELEMENTARY SCHOOL,2020,MOFFAT COUNTY RE:NO 1,E,7338,6,6,7,6,6,6,6,6,6,
STUKEY ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,8361,6,5,5,5,6,6,6,6,8,
VIRGINIA COURT ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,9140,5,1,3,1,1,9,6,9,8,
ASPEN COMMUNITY CHARTER SCHOOL,2640,ASPEN 1,E,42,6,10,8,7,6,5,1,8,5,
AXL ACADEMY,180,ADAMS-ARAPAHOE 28J,M,213,6,4,1,4,,9,6,7,12,
YORK INTERNATIONAL,10,MAPLETON 1,E,503,6,6,9,6,6,4,5,6,2,
CAPROCK ACADEMY,8001,CHARTER SCHOOL INSTITUTE,M,1279,6,9,6,9,6,6,6,5,7,
CORWIN INTERNATIONAL MAGNET SCHOOL,2690,PUEBLO CITY 60,M,2096,6,9,6,9,6,3,6,1,5,
LEGACY ACADEMY,920,ELIZABETH C-1,E,2572,6,7,9,6,6,5,3,6,3,
HI PLAINS UNDIVIDED HIGH SCHOOL,1460,HI-PLAINS R-23,M,7746,6,6,5,8,6,5,3,5,6,
COAL RIDGE MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,3194,6,6,5,6,6,7,6,6,8,
STERLING MIDDLE SCHOOL,1828,VALLEY RE-1,M,8256,6,6,6,6,6,6,5,6,6,
NORTH MOR ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,6355,6,3,5,3,5,9,6,10,7,
MALLEY DRIVE ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,5418,6,5,6,3,5,6,6,6,6,
WEIKEL ELEMENTARY SCHOOL,1000,FOUNTAIN 8,E,9610,6,6,7,6,6,5,3,6,6,
