school_id,school,city,state,zipcode,LowestGrade,Unnamed: 8,School Type,district_id,district_name,District Size,District Setting
3172,FRANKTOWN ELEMENTARY SCHOOL,FRANKTOWN,CO,80116,Kindergarten,5th Grade,Elementary,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
3175,FREEDOM ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80923,Preschool,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
3182,FRASER VALLEY ELEMENTARY SCHOOL,FRASER,CO,80442,Preschool,5th Grade,Elementary,1350,EAST GRAND 2,601 - 1.200,Outlying Town
3192,FREDERICK ELEMENTARY SCHOOL,FREDERICK,CO,80530,Preschool,5th Grade,Elementary,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
3194,COAL RIDGE MIDDLE SCHOOL,FIRESTONE,CO,80504,6th Grade,8th Grade,Middle,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
3196,FREDERICK SENIOR HIGH SCHOOL,FREDERICK,CO,80530,9th Grade,12th Grade,Senior,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
3201,FREE HORIZON MONTESSORI CHARTER SCHOOL,GOLDEN,CO,80401,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3206,FREED MIDDLE SCHOOL,PUEBLO,CO,81003,6th Grade,8th Grade,Middle,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
3211,GARDEN PARK HIGH SCHOOL,CANON CITY,CO,81212,9th Grade,12th Grade,Senior,1140,CANON CITY RE-1,"1,201 - 6,000",Outlying City
3216,FREMONT ELEMENTARY SCHOOL,ARVADA,CO,80004,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3218,FREMONT ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80918,Kindergarten,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
3220,COTOPAXI ELEMENTARY SCHOOL,COTOPAXI,CO,81223,Infant,5th Grade,Elementary,1160,COTOPAXI RE-3,301 - 600,Rural
3224,FREMONT ELEMENTARY SCHOOL,FLORENCE,CO,81226,Kindergarten,5th Grade,Elementary,1150,FREMONT RE-2,"1,201 - 6,000",Outlying Town
3226,FREMONT MIDDLE SCHOOL,FLORENCE,CO,81226,6th Grade,8th Grade,Middle,1150,FREMONT RE-2,"1,201 - 6,000",Outlying Town
3228,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,COTOPAXI,CO,81223,6th Grade,12th Grade,Senior,1160,COTOPAXI RE-3,301 - 600,Rural
3234,FRENCH ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80911,Kindergarten,5th Grade,Elementary,990,WIDEFIELD 3,"6,001 - 25,000",Urban-Suburban
3236,FRONTIER HIGH SCHOOL,ELIZABETH,CO,80107,9th Grade,12th Grade,Senior,920,ELIZABETH C-1,"1,201 - 6,000",Rural
3238,FRONTIER ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80920,Preschool,5th Grade,Elementary,1040,ACADEMY 20,"6,001 - 25,000",Urban-Suburban
3241,FRONTIER VALLEY ELEMENTARY SCHOOL,PARKER,CO,80138,Preschool,5th Grade,Elementary,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
3244,FRUITA MIDDLE SCHOOL,FRUITA,CO,81521,6th Grade,7th Grade,Middle,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
3250,NORMA ANDERSON PRESCHOOL,WHEAT RIDGE,CO,80033,Preschool,Preschool,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3262,FRUITVALE ELEMENTARY SCHOOL,GRAND JUNCTION,CO,81504,Preschool,5th Grade,Elementary,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
3272,FULTON ELEMENTARY SCHOOL,AURORA,CO,80010,Preschool,5th Grade,Elementary,180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
3279,FUTURES ACADEMY,PUEBLO,CO,81001,6th Grade,12th Grade,Senior,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
3281,GRAHAM MESA ELEMENTARY SCHOOL,RIFLE,CO,81650,Preschool,4th Grade,Elementary,1195,GARFIELD RE-2,"1,201 - 6,000",Outlying Town
3286,GALETON ELEMENTARY SCHOOL,GALETON,CO,80622,Kindergarten,5th Grade,Elementary,3085,EATON RE-2,"1,201 - 6,000",Outlying Town
3296,GARDEN PLACE ELEMENTARY SCHOOL,DENVER,CO,80216,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3306,GARDNER ELEMENTARY SCHOOL,GARDNER,CO,81040,Preschool,8th Grade,Elementary,1390,HUERFANO RE-1,601 - 1.200,Outlying Town
3320,GARFIELD ELEMENTARY SCHOOL,LOVELAND,CO,80537,Kindergarten,5th Grade,Elementary,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
3325,KAPLAN ACADEMY OF COLORADO,RIFLE,CO,81650,6th Grade,12th Grade,Senior,1195,GARFIELD RE-2,"1,201 - 6,000",Outlying Town
3330,GARNET MESA ELEMENTARY SCHOOL,DELTA,CO,81416,Kindergarten,5th Grade,Elementary,870,DELTA COUNTY 50(J),"1,201 - 6,000",Outlying Town
3340,ARCHULETA ELEMENTARY SCHOOL,DENVER,CO,80239,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3350,GATEWAY SCHOOL,GATEWAY,CO,81522,Preschool,12th Grade,Senior,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
3354,GATEWAY HIGH SCHOOL,AURORA,CO,80012,9th Grade,12th Grade,Senior,180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
3360,GALILEO SCHOOL OF MATH AND SCIENCE,COLORADO SPRINGS,CO,80909,6th Grade,8th Grade,Middle,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
3378,GEORGE WASHINGTON HIGH SCHOOL,DENVER,CO,80224,9th Grade,12th Grade,Senior,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3385,GEORGETOWN COMMUNITY SCHOOL,GEORGETOWN,CO,80444,Preschool,6th Grade,Elementary,540,CLEAR CREEK RE-1,"1,201 - 6,000",Outlying Town
3387,GOAL GED PREP,WESTMINSTER,CO,80030,8th Grade,12th Grade,Senior,8001,Charter School Institute,,
3392,GIBERSON ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80916,Preschool,5th Grade,Elementary,980,HARRISON 2,"6,001 - 25,000",Urban-Suburban
3398,GILCREST ELEMENTARY SCHOOL,GILCREST,CO,80623,Preschool,5th Grade,Elementary,3080,WELD COUNTY RE-1,"1,201 - 6,000",Outlying Town
3426,GILPIN ELEMENTARY SCHOOL,DENVER,CO,80205,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3450,GLENNON HEIGHTS ELEMENTARY SCHOOL,LAKEWOOD,CO,80226,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3460,GLENWOOD SPRINGS ELEMENTARY SCHOOL,GLENWOOD SPRINGS,CO,81602,Preschool,5th Grade,Elementary,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
3464,GLENWOOD SPRINGS MIDDLE SCHOOL,GLENWOOD SPRINGS,CO,81601,6th Grade,8th Grade,Middle,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
3468,GLENWOOD SPRINGS HIGH SCHOOL,GLENWOOD SPRINGS,CO,81601,9th Grade,12th Grade,Senior,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
3469,GLADE PARK COMMUNITY SCHOOL,GLADE PARK,CO,81523,Kindergarten,4th Grade,Elementary,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
3470,GLOBE CHARTER SCHOOL,COLORADO SPRINGS,CO,80909,Kindergarten,6th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
3471,GLOBAL VILLAGE ACADEMY,AURORA,CO,80017,Kindergarten,8th Grade,Elementary,180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
3472,GODDARD MIDDLE SCHOOL,LITTLETON,CO,80123,6th Grade,8th Grade,Middle,140,LITTLETON 6,"6,001 - 25,000",Denver Metro
3475,GOAL ACADEMY,WESTMINSTER,CO,80300,8th Grade,12th Grade,Senior,8001,Charter School Institute,,
3478,GODSMAN ELEMENTARY SCHOOL,DENVER,CO,80223,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3482,GOLD CAMP ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80906,Kindergarten,6th Grade,Elementary,1020,CHEYENNE MOUNTAIN 12,"1,201 - 6,000",Urban-Suburban
3488,GOLD HILL ELEMENTARY SCHOOL,GOLD HILL,CO,80302,Kindergarten,5th Grade,Elementary,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
3499,HALCYON SCHOOL (SPECIAL EDUCATION),BOULDER,CO,80303,6th Grade,12th Grade,Senior,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
3502,GOLDEN HIGH SCHOOL,GOLDEN,CO,80401,9th Grade,12th Grade,Senior,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3512,GOLDRICK ELEMENTARY SCHOOL,DENVER,CO,80223,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3522,FOX MEADOW MIDDLE SCHOOL,COLORADO SPRINGS,CO,80906,6th Grade,8th Grade,Middle,980,HARRISON 2,"6,001 - 25,000",Urban-Suburban
3536,GOVERNOR'S RANCH ELEMENTARY SCHOOL,LITTLETON,CO,80123,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3539,BEAR CREEK ELEMENTARY SCHOOL,MONUMENT,CO,80132,Preschool,6th Grade,Elementary,1080,LEWIS-PALMER 38,"1,201 - 6,000",Urban-Suburban
3542,GRANADA ELEMENTARY SCHOOL,GRANADA,CO,81041,Preschool,6th Grade,Elementary,2650,GRANADA RE-1,301 - 600,Rural
3546,GRANADA UNDIVIDED HIGH SCHOOL,GRANADA,CO,81041,7th Grade,12th Grade,Senior,2650,GRANADA RE-1,301 - 600,Rural
3556,GRANBY ELEMENTARY SCHOOL,GRANBY,CO,80446,Preschool,5th Grade,Elementary,1350,EAST GRAND 2,601 - 1.200,Outlying Town
3570,GRAND JUNCTION HIGH SCHOOL,GRAND JUNCTION,CO,81501,9th Grade,12th Grade,Senior,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
3572,GRAND LAKE ELEMENTARY SCHOOL,GRAND LAKE,CO,80447,Kindergarten,5th Grade,Elementary,1350,EAST GRAND 2,601 - 1.200,Outlying Town
3578,BEA UNDERWOOD ELEMENTARY SCHOOL,PARACHUTE,CO,81635,1st Grade,3rd Grade,Elementary,1220,GARFIELD 16,601 - 1.200,Rural
3582,GRAND MESA HIGH SCHOOL,COLLBRAN,CO,81624,9th Grade,12th Grade,Senior,1990,PLATEAU VALLEY 50,301 - 600,Rural
3584,GRAND MESA MIDDLE SCHOOL,GRAND JUNCTION,CO,81504,6th Grade,8th Grade,Middle,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
3585,GRAND VALLEY CENTER FOR FAMILY LEARNING,PARACHUTE,CO,81635,Preschool,Kindergarten,Elementary,1220,GARFIELD 16,601 - 1.200,Rural
3586,GRAND VALLEY HIGH SCHOOL,PARACHUTE,CO,81635,9th Grade,12th Grade,Senior,1220,GARFIELD 16,601 - 1.200,Rural
3589,GRANDVIEW HIGH SCHOOL,AURORA,CO,80016,9th Grade,12th Grade,Senior,130,CHERRY CREEK 5,"Over 25,000",Denver Metro
3592,GRANT ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80918,Kindergarten,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
3600,GRANT MIDDLE SCHOOL,DENVER,CO,80210,6th Grade,8th Grade,Middle,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3603,L.W. ST. JOHN ELEMENTARY SCHOOL,PARACHUTE,CO,81635,4th Grade,5th Grade,Elementary,1220,GARFIELD 16,601 - 1.200,Rural
3605,GRANT RANCH K-8 SCHOOL,DENVER,CO,80123,Preschool,8th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3610,GREELEY CENTRAL HIGH SCHOOL,GREELEY,CO,80631,9th Grade,12th Grade,Senior,3120,GREELEY 6,"6,001 - 25,000",Urban-Suburban
3614,GREELEY WEST HIGH SCHOOL,GREELEY,CO,80634,9th Grade,12th Grade,Senior,3120,GREELEY 6,"6,001 - 25,000",Urban-Suburban
3620,GREEN ACRES ELEMENTARY SCHOOL,FORT MORGAN,CO,80701,1st Grade,4th Grade,Elementary,2405,FORT MORGAN RE-3,"1,201 - 6,000",Outlying City
3622,GREEN GABLES ELEMENTARY SCHOOL,LAKEWOOD,CO,80227,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3624,GREEN MOUNTAIN ELEMENTARY SCHOOL,LAKEWOOD,CO,80228,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3628,GREEN MOUNTAIN HIGH SCHOOL,LAKEWOOD,CO,80228,9th Grade,12th Grade,Senior,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3639,GIRLS ATHLETIC LEADERSHIP SCHOOL,DENVER,CO,80209,6th Grade,7th Grade,Middle,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3641,GREEN VALLEY ELEMENTARY SCHOOL,DENVER,CO,80249,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3647,GREENWOOD ELEMENTARY SCHOOL,DENVER,CO,80239,Preschool,8th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3648,GREENWOOD ELEMENTARY SCHOOL,GREENWOOD VILLAGE,CO,80111,Preschool,5th Grade,Elementary,130,CHERRY CREEK 5,"Over 25,000",Denver Metro
3649,GREGORY HILL PRESCHOOL,WESTMINSTER,CO,80030,Preschool,Preschool,Elementary,70,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
3655,GREENLEE ELEMENTARY SCHOOL,DENVER,CO,80204,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3672,PAWNEE ELEMENTARY SCHOOL,GROVER,CO,80729,Kindergarten,6th Grade,Elementary,3148,PAWNEE RE-12,300 or less,Rural
3681,GUFFEY CHARTER SCHOOL,GUFFEY,CO,80820,Preschool,8th Grade,Elementary,2610,PARK COUNTY RE-2,301 - 600,Rural
3690,GUNNISON ELEMENTARY SCHOOL,GUNNISON,CO,81230,1st Grade,5th Grade,Elementary,1360,GUNNISON WATERSHED RE1J,"1,201 - 6,000",Outlying Town
3694,GUNNISON HIGH SCHOOL,GUNNISON,CO,81230,9th Grade,12th Grade,Senior,1360,GUNNISON WATERSHED RE1J,"1,201 - 6,000",Outlying Town
3697,GUNNISON MIDDLE SCHOOL,GUNNISON,CO,81230,6th Grade,8th Grade,Middle,1360,GUNNISON WATERSHED RE1J,"1,201 - 6,000",Outlying Town
3701,GUNNISON VALLEY SCHOOL,GUNNISON,CO,81230,9th Grade,12th Grade,Senior,1360,GUNNISON WATERSHED RE1J,"1,201 - 6,000",Outlying Town
3702,LAKE SCHOOL,GUNNISON,CO,81230,Preschool,Kindergarten,Elementary,1360,GUNNISON WATERSHED RE1J,"1,201 - 6,000",Outlying Town
3704,GUST ELEMENTARY SCHOOL,DENVER,CO,80219,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3710,GYPSUM ELEMENTARY SCHOOL,GYPSUM,CO,81637,Preschool,5th Grade,Elementary,910,EAGLE COUNTY RE 50,"1,201 - 6,000",Outlying Town
3724,HAAFF ELEMENTARY SCHOOL,PUEBLO,CO,81001,Preschool,5th Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
3726,HACKBERRY HILL ELEMENTARY SCHOOL,ARVADA,CO,80003,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3729,HAGEN EARLY EDUCATION CENTER,STERLING,CO,80751,Preschool,Preschool,Elementary,1828,VALLEY RE-1,"1,201 - 6,000",Outlying City
3746,HAMILTON MIDDLE SCHOOL,DENVER,CO,80231,6th Grade,8th Grade,Middle,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3758,HANOVER JUNIOR-SENIOR HIGH SCHOOL,COLORADO SPRINGS,CO,80928,5th Grade,12th Grade,Senior,1070,HANOVER 28,300 or less,Rural
3760,CENTENNIAL HIGH SCHOOL,FORT COLLINS,CO,80524,9th Grade,12th Grade,Senior,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
3778,HARRINGTON ELEMENTARY SCHOOL,DENVER,CO,80205,Preschool,6th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3787,HARRIS BILINGUAL ELEMENTARY SCHOOL,FORT COLLINS,CO,80524,Preschool,5th Grade,Elementary,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
3791,LAB ELEMENTARY SCHOOL FOR CREATIVE LEARNING,FORT COLLINS,CO,80521,Kindergarten,6th Grade,Elementary,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
3792,HARRIS PARK ELEMENTARY SCHOOL,WESTMINSTER,CO,80030,Preschool,5th Grade,Elementary,70,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
3802,HARRISON SCHOOL,CANON CITY,CO,81212,Kindergarten,8th Grade,Elementary,1140,CANON CITY RE-1,"1,201 - 6,000",Outlying City
3806,HARRISON HIGH SCHOOL,COLORADO SPRINGS,CO,80906,9th Grade,12th Grade,Senior,980,HARRISON 2,"6,001 - 25,000",Urban-Suburban
3846,HAXTUN ELEMENTARY SCHOOL,HAXTUN,CO,80731,Preschool,8th Grade,Elementary,2630,HAXTUN RE-2J,301 - 600,Rural
3850,HAXTUN HIGH SCHOOL,HAXTUN,CO,80731,9th Grade,12th Grade,Senior,2630,HAXTUN RE-2J,301 - 600,Rural
3860,HAYDEN MIDDLE SCHOOL,HAYDEN,CO,81639,6th Grade,8th Grade,Middle,2760,HAYDEN RE-1,301 - 600,Outlying Town
3862,HAYDEN HIGH SCHOOL,HAYDEN,CO,81639,9th Grade,12th Grade,Senior,2760,HAYDEN RE-1,301 - 600,Outlying Town
3880,HEATH MIDDLE SCHOOL,GREELEY,CO,80631,6th Grade,8th Grade,Middle,3120,GREELEY 6,"6,001 - 25,000",Urban-Suburban
3882,HEATHERWOOD ELEMENTARY SCHOOL,BOULDER,CO,80301,Preschool,5th Grade,Elementary,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
3890,HUNT ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80903,Preschool,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
3900,HENDERSON ELEMENTARY SCHOOL,HENDERSON,CO,80640,Preschool,5th Grade,Elementary,40,BRIGHTON 27J,"1,201 - 6,000",Denver Metro
3920,HENRY ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80915,Preschool,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
3924,HERITAGE ELEMENTARY SCHOOL,PUEBLO,CO,81004,Preschool,5th Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
3926,HERITAGE ELEMENTARY SCHOOL,CENTENNIAL,CO,80111,Preschool,5th Grade,Elementary,130,CHERRY CREEK 5,"Over 25,000",Denver Metro
3928,HERITAGE ELEMENTARY SCHOOL,HIGHLANDS RANCH,CO,80126,Preschool,6th Grade,Elementary,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
3930,HERITAGE HIGH SCHOOL,LITTLETON,CO,80120,9th Grade,12th Grade,Senior,140,LITTLETON 6,"6,001 - 25,000",Denver Metro
3931,HIDDEN LAKE HIGH SCHOOL,WESTMINSTER,CO,80030,9th Grade,12th Grade,Senior,70,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
3940,HIGH PEAKS ELEMENTARY SCHOOL,BOULDER,CO,80303,Preschool,5th Grade,Elementary,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
3950,HIGHLAND ELEMENTARY SCHOOL,CENTENNIAL,CO,80121,Preschool,5th Grade,Elementary,140,LITTLETON 6,"6,001 - 25,000",Denver Metro
3958,HIGHLAND ELEMENTARY SCHOOL,PIERCE,CO,80650,Kindergarten,5th Grade,Elementary,3145,AULT-HIGHLAND RE-9,601 - 1.200,Outlying Town
3961,HIGHLAND MIDDLE SCHOOL,AULT,CO,80610,6th Grade,8th Grade,Middle,3145,AULT-HIGHLAND RE-9,601 - 1.200,Outlying Town
3962,HIGHLAND HIGH SCHOOL,AULT,CO,80610,9th Grade,12th Grade,Senior,3145,AULT-HIGHLAND RE-9,601 - 1.200,Outlying Town
3967,HIGHLAND ELEMENTARY SCHOOL,RIFLE,CO,81650,Preschool,4th Grade,Elementary,1195,GARFIELD RE-2,"1,201 - 6,000",Outlying Town
3976,HIGHLAND PARK ELEMENTARY SCHOOL,PUEBLO,CO,81005,Preschool,5th Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
3980,HIGHLANDS RANCH HIGH SCHOOL,HIGHLANDS RANCH,CO,80130,9th Grade,12th Grade,Senior,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
3985,HIGH PLAINS ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80920,Preschool,5th Grade,Elementary,1040,ACADEMY 20,"6,001 - 25,000",Urban-Suburban
3987,HIGHLINE ACADEMY CHARTER SCHOOL,DENVER,CO,80231,Kindergarten,8th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3988,HIGHLINE COMMUNITY ELEMENTARY SCHOOL,AURORA,CO,80012,Preschool,5th Grade,Elementary,130,CHERRY CREEK 5,"Over 25,000",Denver Metro
3990,HILL CAMPUS OF ARTS AND SCIENCES,DENVER,CO,80220,6th Grade,8th Grade,Middle,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3995,HOPE ON-LINE,ENGLEWOOD,CO,80112,Kindergarten,12th Grade,Senior,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
4000,HILLCREST ELEMENTARY SCHOOL,NORTHGLENN,CO,80221,Kindergarten,5th Grade,Elementary,20,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
4024,HINKLEY HIGH SCHOOL,AURORA,CO,80011,9th Grade,12th Grade,Senior,180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
4044,HOEHNE ELEMENTARY SCHOOL,HOEHNE,CO,81046,Preschool,6th Grade,Elementary,1600,HOEHNE REORGANIZED 3,301 - 600,Rural
4045,HOEHNE JUNIOR HIGH SCHOOL,TRINIDAD,CO,81082,7th Grade,8th Grade,Middle,1600,HOEHNE REORGANIZED 3,301 - 600,Rural
4048,HOEHNE HIGH SCHOOL,TRINIDAD,CO,81082,9th Grade,12th Grade,Senior,1600,HOEHNE REORGANIZED 3,301 - 600,Rural
4058,HOLLY HIGH SCHOOL,HOLLY,CO,81047,9th Grade,12th Grade,Senior,2670,HOLLY RE-3,301 - 600,Rural
4062,HOLLY HILLS ELEMENTARY SCHOOL,DENVER,CO,80222,Preschool,5th Grade,Elementary,130,CHERRY CREEK 5,"Over 25,000",Denver Metro
4069,HOLLY JUNIOR HIGH SCHOOL,HOLLY,CO,81047,7th Grade,8th Grade,Middle,2670,HOLLY RE-3,301 - 600,Rural
4070,HOLMES MIDDLE SCHOOL,COLORADO SPRINGS,CO,80904,6th Grade,8th Grade,Middle,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
4074,HOLM ELEMENTARY SCHOOL,DENVER,CO,80231,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
4076,HOLYOKE ELEMENTARY SCHOOL,HOLYOKE,CO,80734,Kindergarten,6th Grade,Elementary,2620,HOLYOKE RE-1J,601 - 1.200,Outlying Town
4078,HOMESTEAD ELEMENTARY SCHOOL,CENTENNIAL,CO,80112,Preschool,5th Grade,Elementary,130,CHERRY CREEK 5,"Over 25,000",Denver Metro
4079,HOLYOKE JUNIOR HIGH SCHOOL,HOLYOKE,CO,80734,7th Grade,8th Grade,Middle,2620,HOLYOKE RE-1J,601 - 1.200,Outlying Town
4080,HOLYOKE SENIOR HIGH SCHOOL,HOLYOKE,CO,80734,9th Grade,12th Grade,Senior,2620,HOLYOKE RE-1J,601 - 1.200,Outlying Town
4084,LINCOLN PARK PRESCHOOL,GRAND JUNCTION,CO,81501,Preschool,Preschool,Elementary,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
4085,HORIZONS EXPLORATORY ACADEMY,SALIDA,CO,81201,9th Grade,12th Grade,Senior,500,SALIDA R-32,601 - 1.200,Outlying Town
4090,MANN MIDDLE SCHOOL,COLORADO SPRINGS,CO,80907,6th Grade,8th Grade,Middle,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
4100,HORIZON MIDDLE SCHOOL,AURORA,CO,80013,6th Grade,8th Grade,Middle,130,CHERRY CREEK 5,"Over 25,000",Denver Metro
4102,HORIZON MIDDLE SCHOOL,COLORADO SPRINGS,CO,80915,6th Grade,8th Grade,Middle,1110,FALCON 49,"1,201 - 6,000",Urban-Suburban
4108,HORIZON HIGH SCHOOL,BRIGHTON,CO,80601,9th Grade,12th Grade,Senior,20,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
4124,HOTCHKISS ELEMENTARY SCHOOL,HOTCHKISS,CO,81419,Preschool,8th Grade,Elementary,870,DELTA COUNTY 50(J),"1,201 - 6,000",Outlying Town
4128,HOTCHKISS HIGH SCHOOL,HOTCHKISS,CO,81419,9th Grade,12th Grade,Senior,870,DELTA COUNTY 50(J),"1,201 - 6,000",Outlying Town
4138,HOWBERT ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80904,Preschool,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
4140,HOWELL K-8 SCHOOL,DENVER,CO,80239,Preschool,8th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
4148,HUDSON ELEMENTARY SCHOOL,HUDSON,CO,80642,Preschool,6th Grade,Elementary,3090,KEENESBURG RE-3(J),"1,201 - 6,000",Rural
4158,GENOA-HUGO ELEMENTARY SCHOOL,HUGO,CO,80821,Preschool,5th Grade,Elementary,1780,GENOA-HUGO C113,300 or less,Rural
4160,GENOA-HUGO MIDDLE SCHOOL,HUGO,CO,80821,6th Grade,8th Grade,Middle,1780,GENOA-HUGO C113,300 or less,Rural
4161,HUERFANO COUNTY OPPORTUNITY AND ENRICHMENT SCHOOL,WALSENBURG,CO,81089,7th Grade,12th Grade,Senior,1390,HUERFANO RE-1,601 - 1.200,Outlying Town
4162,GENOA-HUGO SENIOR HIGH SCHOOL,HUGO,CO,80821,9th Grade,12th Grade,Senior,1780,GENOA-HUGO C113,300 or less,Rural
