school,district_id,district_name,EMH,EMH_combined,school_id,achievement_dir,growth_dir,overall_dir,emh
O'CONNELL MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,6474,flat,down,flat,M
O'DEA ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,6476,flat,flat,flat,E
ODYSSEY CHARTER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,6479,up,up,up,E
ODYSSEY CHARTER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,M,,6479,flat,down,flat,M
OLANDER ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,6482,up,up,up,E
ODYSSEY ELEMENTARY SCHOOL,1110,FALCON 49,E,,6483,down,down,flat,E
OLATHE ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,,6486,flat,up,up,E
OLATHE MIDDLE SCHOOL,2180,MONTROSE COUNTY RE-1J,M,,6490,down,up,up,M
OLATHE HIGH SCHOOL,2180,MONTROSE COUNTY RE-1J,H,,6494,down,flat,flat,H
OLDE COLUMBINE HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,H,,6498,,,down,H
ADULT EDUCATION/LINCOLN CENTER,470,ST VRAIN VALLEY RE 1J,H,,6499,,,flat,H
OLGA A HELLBECK ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,6504,down,down,flat,E
OMAR D BLAIR CHARTER SCHOOL,880,DENVER COUNTY 1,E,,6508,flat,flat,flat,E
OMAR D BLAIR CHARTER SCHOOL,880,DENVER COUNTY 1,M,,6508,flat,flat,flat,M
ONLINE HIGH SCHOOL,880,DENVER COUNTY 1,H,,6509,down,,down,H
MONTE VISTA ON-LINE ACADEMY,2740,MONTE VISTA C-8,H,,6520,flat,flat,flat,H
HANSON ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,,6534,down,flat,flat,E
HANSON ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,M,,6534,down,down,flat,M
JEFFERSON COUNTY OPEN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6539,flat,down,down,E
JEFFERSON COUNTY OPEN SECONDARY,1420,JEFFERSON COUNTY R-1,H,,6541,up,up,up,H
JEFFERSON COUNTY OPEN SECONDARY,1420,JEFFERSON COUNTY R-1,M,,6541,up,up,up,M
OPTIONS SCHOOL,180,ADAMS-ARAPAHOE 28J,H,,6546,,,flat,H
ORCHARD AVENUE ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,6554,down,down,down,E
ORCHARD MESA MIDDLE SCHOOL,2000,MESA COUNTY VALLEY 51,M,,6562,down,down,down,M
OTERO ELEMENTARY SCHOOL,980,HARRISON 2,E,,6578,flat,down,down,E
OTIS ELEMENTARY SCHOOL,3050,OTIS R-3,E,,6582,down,down,down,E
OTIS JUNIOR-SENIOR HIGH SCHOOL,3050,OTIS R-3,H,,6586,down,up,up,H
OTIS JUNIOR-SENIOR HIGH SCHOOL,3050,OTIS R-3,M,,6586,up,down,down,M
OURAY ELEMENTARY SCHOOL,2580,OURAY R-1,E,,6596,flat,flat,flat,E
OURAY MIDDLE SCHOOL,2580,OURAY R-1,M,,6598,flat,flat,flat,M
OURAY SENIOR HIGH SCHOOL,2580,OURAY R-1,H,,6600,up,up,flat,H
OVERLAND HIGH SCHOOL,130,CHERRY CREEK 5,H,,6625,flat,flat,flat,H
OVERLAND TRAIL MIDDLE SCHOOL,40,BRIGHTON 27J,M,,6638,flat,flat,flat,M
HORIZONS K-8 SCHOOL,480,BOULDER VALLEY RE 2,E,,6642,flat,flat,flat,E
HORIZONS K-8 SCHOOL,480,BOULDER VALLEY RE 2,M,,6642,flat,flat,flat,M
PAGOSA SPRINGS ELEMENTARY SCHOOL,220,ARCHULETA COUNTY 50 JT,E,,6652,flat,flat,flat,E
PAGOSA SPRINGS MIDDLE SCHOOL,220,ARCHULETA COUNTY 50 JT,E,,6657,flat,flat,flat,E
PAGOSA SPRINGS MIDDLE SCHOOL,220,ARCHULETA COUNTY 50 JT,M,,6657,flat,flat,flat,M
PAGOSA SPRINGS HIGH SCHOOL,220,ARCHULETA COUNTY 50 JT,H,,6658,down,down,down,H
PALISADE HIGH SCHOOL,2000,MESA COUNTY VALLEY 51,H,,6666,up,up,flat,H
PALMER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,6676,flat,down,down,E
PALMER RIDGE HIGH SCHOOL,1080,LEWIS-PALMER 38,H,,6678,flat,flat,flat,H
PALMER HIGH SCHOOL,1010,COLORADO SPRINGS 11,H,,6680,down,down,down,H
PALMER LAKE ELEMENTARY SCHOOL,1080,LEWIS-PALMER 38,E,,6682,flat,flat,flat,E
PANORAMA MIDDLE SCHOOL,980,HARRISON 2,M,,6686,flat,down,down,M
PAONIA ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),E,,6700,up,flat,flat,E
PRAIRIE HEIGHTS ELEMENTARY SCHOOL,1070,HANOVER 28,E,,6701,up,,flat,E
OTHO E STUART MIDDLE SCHOOL,40,BRIGHTON 27J,M,,6702,up,up,flat,M
PAONIA HIGH SCHOOL,870,DELTA COUNTY 50(J),H,,6708,flat,flat,flat,H
PAONIA HIGH SCHOOL,870,DELTA COUNTY 50(J),M,,6708,flat,flat,flat,M
PARIS ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,6728,flat,down,down,E
PARK ELEMENTARY SCHOOL,1520,DURANGO 9-R,E,,6738,flat,flat,flat,E
MOUNTAIN VIEW ELEMENTARY SCHOOL,3100,WINDSOR RE-4,E,,6750,up,up,up,E
MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL,1140,CANON CITY RE-1,E,,6752,flat,down,flat,E
MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL,1140,CANON CITY RE-1,M,,6752,flat,flat,down,M
PARK HILL SCHOOL,880,DENVER COUNTY 1,E,,6754,flat,down,down,E
PARK LANE ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,6758,up,up,up,E
PARK VIEW ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,6770,down,down,flat,E
SAGEWOOD MIDDLE SCHOOL,900,DOUGLAS COUNTY RE 1,M,,6772,flat,flat,flat,M
SIERRA MIDDLE SCHOOL,900,DOUGLAS COUNTY RE 1,M,,6773,flat,down,flat,M
MARTINEZ ELEMENTARY SCHOOL,3120,GREELEY 6,E,,6774,down,down,down,E
NOEL MIDDLE SCHOOL,880,DENVER COUNTY 1,M,,6784,flat,down,flat,M
PARKVIEW ELEMENTARY SCHOOL,2660,LAMAR RE-2,E,,6794,down,flat,flat,E
PARMALEE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6804,flat,flat,flat,E
PARR ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6806,down,down,down,E
PASSAGE CHARTER SCHOOL,2180,MONTROSE COUNTY RE-1J,H,,6807,,,flat,H
PATTERSON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6808,up,flat,flat,E
PATRIOT LEARNING CENTER,1110,FALCON 49,A,MH,6810,,,up,A
PATRIOT LEARNING CENTER,1110,FALCON 49,H,,6810,,,up,H
PATRIOT LEARNING CENTER,1110,FALCON 49,M,,6810,down,down,down,M
PAWNEE JUNIOR-SENIOR HIGH SCHOOL,3148,PAWNEE RE-12,H,,6812,,,up,H
PEABODY ELEMENTARY SCHOOL,140,LITTLETON 6,E,,6814,flat,down,flat,E
PEAK TO PEAK CHARTER SCHOOL,480,BOULDER VALLEY RE 2,E,,6816,flat,up,up,E
PEAK TO PEAK CHARTER SCHOOL,480,BOULDER VALLEY RE 2,H,,6816,down,down,flat,H
PEAK TO PEAK CHARTER SCHOOL,480,BOULDER VALLEY RE 2,M,,6816,flat,down,flat,M
PEAKVIEW ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,6820,flat,flat,flat,E
PECK ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6828,flat,up,up,E
NIVER CREEK MIDDLE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,,6830,flat,up,flat,M
PEETZ ELEMENTARY SCHOOL,1870,PLATEAU RE-5,E,,6834,flat,flat,flat,E
PEETZ JUNIOR-SENIOR HIGH SCHOOL,1870,PLATEAU RE-5,H,,6838,flat,down,flat,H
PEETZ JUNIOR-SENIOR HIGH SCHOOL,1870,PLATEAU RE-5,M,,6838,flat,up,up,M
PEIFFER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6844,up,up,up,E
PENNINGTON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6848,flat,flat,flat,E
PENROSE ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,6856,up,flat,up,E
PENROSE ELEMENTARY SCHOOL,1150,FREMONT RE-2,E,,6858,flat,up,up,E
PEORIA ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,6869,flat,flat,flat,E
PEYTON ELEMENTARY SCHOOL,1060,PEYTON 23 JT,E,,6898,down,down,flat,E
PEYTON JUNIOR/SENIOR HIGH SCHOOL,1060,PEYTON 23 JT,H,,6902,flat,down,down,H
PEYTON JUNIOR/SENIOR HIGH SCHOOL,1060,PEYTON 23 JT,M,,6902,flat,flat,flat,M
THE PINNACLE CHARTER SCHOOL MIDDLE,8001,CHARTER SCHOOL INSTITUTE,M,,6913,flat,down,down,M
THE PINNACLE CHARTER SCHOOL HIGH,8001,CHARTER SCHOOL INSTITUTE,H,,6914,down,down,down,H
PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,1110,FALCON 49,E,,6935,flat,down,flat,E
PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,1110,FALCON 49,M,,6935,up,down,flat,M
PIKES PEAK ELEMENTARY SCHOOL,980,HARRISON 2,E,,6936,flat,flat,down,E
PINE CREEK HIGH SCHOOL,1040,ACADEMY 20,H,,6937,flat,down,down,H
PINE GROVE ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,6938,flat,flat,down,E
PINE LANE ELEMENTARY,900,DOUGLAS COUNTY RE 1,E,,6940,flat,flat,flat,E
PINELLO ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,,6952,down,flat,up,E
PINON VALLEY ELEMENTARY SCHOOL,1020,CHEYENNE MOUNTAIN 12,E,,6953,flat,up,up,E
PIONEER ELEMENTARY SCHOOL,2405,FORT MORGAN RE-3,E,,6954,flat,up,up,E
PINE RIDGE ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,6955,flat,flat,flat,E
PIONEER CHARTER SCHOOL,880,DENVER COUNTY 1,E,,6957,down,down,down,E
PIONEER ELEMENTARY SCHOOL,1040,ACADEMY 20,E,,6960,flat,flat,flat,E
PIONEER ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,6961,flat,down,flat,E
PIONEER BILINGUAL ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,6962,flat,flat,flat,E
PIONEER RIDGE ELEMENTARY SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,E,,6963,up,down,flat,E
PITT-WALLER K-8 SCHOOL,880,DENVER COUNTY 1,E,,6970,flat,down,down,E
PITT-WALLER K-8 SCHOOL,880,DENVER COUNTY 1,M,,6970,up,up,flat,M
PLAINVIEW ELEMENTARY SCHOOL,1440,PLAINVIEW RE-2,E,,6992,down,,down,E
PLAINVIEW JUNIOR-SENIOR HIGH SCHOOL,1440,PLAINVIEW RE-2,H,,7009,,,up,H
PLATEAU VALLEY ELEMENTARY SCHOOL,1990,PLATEAU VALLEY 50,E,,7024,flat,down,down,E
PLATEAU VALLEY MIDDLE SCHOOL,1990,PLATEAU VALLEY 50,M,,7028,down,flat,flat,M
PLATEAU VALLEY HIGH SCHOOL,1990,PLATEAU VALLEY 50,H,,7032,up,up,flat,H
DEER CREEK ELEMENTARY SCHOOL,2600,PLATTE CANYON 1,E,,7042,flat,up,flat,E
PLACE BRIDGE ACADEMY,880,DENVER COUNTY 1,E,,7045,up,flat,down,E
PLACE BRIDGE ACADEMY,880,DENVER COUNTY 1,M,,7045,down,down,down,M
PLATTE CANYON HIGH SCHOOL,2600,PLATTE CANYON 1,H,,7046,flat,flat,flat,H
PLATTE RIVER CHARTER ACADEMY,900,DOUGLAS COUNTY RE 1,E,,7047,flat,flat,flat,E
PLATTE RIVER CHARTER ACADEMY,900,DOUGLAS COUNTY RE 1,M,,7047,flat,flat,flat,M
FITZSIMMONS MIDDLE SCHOOL,2600,PLATTE CANYON 1,M,,7048,flat,flat,up,M
PLATTE VALLEY ELEMENTARY SCHOOL,2865,PLATTE VALLEY RE-3,E,,7050,flat,down,down,E
PLATTE VALLEY ELEMENTARY SCHOOL,3130,PLATTE VALLEY RE-7,E,,7052,down,down,down,E
PLATTE VALLEY MIDDLE SCHOOL,3130,PLATTE VALLEY RE-7,M,,7054,flat,down,down,M
PLATTEVILLE ELEMENTARY SCHOOL,3080,WELD COUNTY RE-1,E,,7056,up,up,flat,E
SOUTH VALLEY MIDDLE SCHOOL,3080,WELD COUNTY RE-1,M,,7058,flat,down,flat,M
PLEASANT VIEW ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7078,up,up,up,E
PLEASANT VIEW ELEMENTARY SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,E,,7082,up,,down,E
PLEASANT VIEW MIDDLE SCHOOL,2700,PUEBLO COUNTY 70,M,,7086,flat,down,down,M
POLTON COMMUNITY ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,7102,flat,flat,flat,E
POLARIS EXPEDITIONARY LEARNING SCHOOL,1550,POUDRE R-1,H,,7104,flat,flat,flat,H
POLARIS EXPEDITIONARY LEARNING SCHOOL,1550,POUDRE R-1,M,,7104,up,up,up,M
POMONA ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,,7106,flat,flat,up,E
POMONA ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,7110,down,flat,down,E
PONDEROSA ELEMENTARY,1560,THOMPSON R2-J,E,,7113,flat,flat,flat,E
POMONA HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,7114,flat,flat,flat,H
PONDEROSA ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,7116,up,flat,flat,E
PONDEROSA HIGH SCHOOL,900,DOUGLAS COUNTY RE 1,H,,7118,flat,up,flat,H
POUDRE HIGH SCHOOL,1550,POUDRE R-1,H,,7124,flat,up,flat,H
POUDRE COMMUNITY ACADEMY,1550,POUDRE R-1,H,,7127,,,flat,H
POWDERHORN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7128,flat,flat,flat,E
PRAIRIE VIEW HIGH SCHOOL,40,BRIGHTON 27J,H,,7129,flat,down,flat,H
PRAIRIE VIEW MIDDLE SCHOOL,40,BRIGHTON 27J,M,,7131,up,flat,up,M
PRAIRIE CROSSING ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,7134,flat,flat,flat,E
PRAIRIE WINDS ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,,7153,up,flat,flat,E
PRAIRIE ELEMENTARY SCHOOL,3147,PRAIRIE RE-11,E,,7154,up,flat,up,E
PRAIRIE HILLS ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,7155,up,down,flat,E
PRAIRIE JUNIOR-SENIOR HIGH SCHOOL,3147,PRAIRIE RE-11,H,,7156,down,down,flat,H
PRAIRIE JUNIOR-SENIOR HIGH SCHOOL,3147,PRAIRIE RE-11,M,,7156,up,flat,flat,M
PRAIRIE RIDGE ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,7157,flat,down,down,E
PRAIRIE MIDDLE SCHOOL,130,CHERRY CREEK 5,M,,7158,flat,flat,flat,M
PRAIRIE HILLS ELEMENTARY SCHOOL,1040,ACADEMY 20,E,,7159,flat,flat,flat,E
PRIMERO ELEMENTARY SCHOOL,1590,PRIMERO REORGANIZED 2,E,,7160,flat,down,down,E
PRESTON MIDDLE SCHOOL,1550,POUDRE R-1,M,,7161,up,up,up,M
P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),880,DENVER COUNTY 1,A,MH,7163,,,down,A
P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),880,DENVER COUNTY 1,H,,7163,down,,down,H
P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),880,DENVER COUNTY 1,M,,7163,up,,flat,M
PRIMERO JUNIOR-SENIOR HIGH SCHOOL,1590,PRIMERO REORGANIZED 2,H,,7164,up,up,up,H
PRIMERO JUNIOR-SENIOR HIGH SCHOOL,1590,PRIMERO REORGANIZED 2,M,,7164,flat,down,down,M
PRAIRIE WINDS ELEMENTARY SCHOOL,1080,LEWIS-PALMER 38,E,,7165,flat,flat,flat,E
PRITCHETT ELEMENTARY SCHOOL,240,PRITCHETT RE-3,E,,7174,down,,down,E
PRITCHETT MIDDLE SCHOOL,240,PRITCHETT RE-3,M,,7176,flat,,up,M
PRITCHETT HIGH SCHOOL,240,PRITCHETT RE-3,H,,7180,,,down,H
PROSPECT VALLEY ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7190,flat,flat,down,E
PSD GLOBAL ACADEMY,1550,POUDRE R-1,H,,7198,flat,,flat,H
PSD GLOBAL ACADEMY,1550,POUDRE R-1,M,,7198,down,,flat,M
PUEBLO COUNTY HIGH SCHOOL,2700,PUEBLO COUNTY 70,H,,7208,flat,up,up,H
PUEBLO CHARTER SCHOOL FOR THE ARTS & SCIENCES,2690,PUEBLO CITY 60,E,,7209,flat,flat,down,E
PUEBLO CHARTER SCHOOL FOR THE ARTS & SCIENCES,2690,PUEBLO CITY 60,M,,7209,flat,flat,flat,M
PUEBLO WEST ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,,7210,up,up,up,E
PUEBLO WEST MIDDLE SCHOOL,2700,PUEBLO COUNTY 70,M,,7212,up,flat,flat,M
PUEBLO WEST HIGH SCHOOL,2700,PUEBLO COUNTY 70,H,,7214,up,up,flat,H
PUTNAM ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,7218,down,down,flat,E
QUEEN PALMER ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,7228,up,flat,down,E
AURORA QUEST K-8,180,ADAMS-ARAPAHOE 28J,E,,7232,flat,flat,flat,E
AURORA QUEST K-8,180,ADAMS-ARAPAHOE 28J,M,,7232,flat,down,down,M
R-5 HIGH SCHOOL,2000,MESA COUNTY VALLEY 51,H,,7236,,,down,H
RALSTON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7238,flat,flat,flat,E
RALSTON VALLEY SENIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,7239,flat,flat,flat,H
RAMPART HIGH SCHOOL,1040,ACADEMY 20,H,,7240,flat,flat,down,H
RANCH VIEW MIDDLE SCHOOL,900,DOUGLAS COUNTY RE 1,M,,7245,flat,flat,down,M
RANCH CREEK ELEMENTARY,1040,ACADEMY 20,E,,7247,down,down,down,E
RANGEVIEW HIGH SCHOOL,180,ADAMS-ARAPAHOE 28J,H,,7250,flat,up,flat,H
PARKVIEW ELEMENTARY SCHOOL,2720,RANGELY RE-4,E,,7268,flat,flat,flat,E
RANGELY JUNIOR/SENIOR HIGH SCHOOL,2720,RANGELY RE-4,H,,7276,up,up,up,H
RANGELY JUNIOR/SENIOR HIGH SCHOOL,2720,RANGELY RE-4,M,,7276,flat,flat,flat,M
RED HAWK RIDGE ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,7277,flat,down,down,E
RICARDO FLORES MAGON ACADEMY,8001,CHARTER SCHOOL INSTITUTE,E,,7278,flat,up,flat,E
REDLANDS MIDDLE SCHOOL,2000,MESA COUNTY VALLEY 51,M,,7281,flat,flat,flat,M
RED ROCKS ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7282,flat,flat,flat,E
RED FEATHER LAKES ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,7290,down,,down,E
RED SANDSTONE ELEMENTARY SCHOOL,910,EAGLE COUNTY RE 50,E,,7296,flat,up,flat,E
REDSTONE ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,7297,flat,up,flat,E
IVER C. RANUM MIDDLE SCHOOL,70,WESTMINSTER 50,M,,7305,flat,flat,flat,M
REMINGTON ELEMENTARY SCHOOL,1110,FALCON 49,E,,7317,flat,flat,flat,E
RENAISSANCE EXPEDITION LEARN OUTWARD BOUND SCHOOL,900,DOUGLAS COUNTY RE 1,E,,7319,flat,flat,flat,E
REVERE JUNIOR-SENIOR HIGH SCHOOL,2865,PLATTE VALLEY RE-3,H,,7322,,,up,H
REVERE JUNIOR-SENIOR HIGH SCHOOL,2865,PLATTE VALLEY RE-3,M,,7322,up,,up,M
RICE ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,7325,flat,up,up,E
RIDGEVIEW ELEMENTARY SCHOOL,2020,MOFFAT COUNTY RE:NO 1,E,,7338,down,flat,flat,E
RIDGEVIEW ELEMENTARY SCHOOL,1110,FALCON 49,E,,7339,flat,flat,flat,E
RIDGWAY ELEMENTARY SCHOOL,2590,RIDGWAY R-2,E,,7342,flat,flat,flat,E
RIDGWAY MIDDLE SCHOOL,2590,RIDGWAY R-2,M,,7344,flat,up,up,M
RIDGWAY HIGH SCHOOL,2590,RIDGWAY R-2,H,,7346,up,up,flat,H
RIFFENBURGH ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,7350,flat,up,flat,E
RIFLE MIDDLE SCHOOL,1195,GARFIELD RE-2,E,,7356,flat,down,down,E
RIFLE MIDDLE SCHOOL,1195,GARFIELD RE-2,M,,7356,flat,flat,flat,M
RIFLE HIGH SCHOOL,1195,GARFIELD RE-2,H,,7360,flat,up,up,H
RIVERSIDE SCHOOL,1195,GARFIELD RE-2,E,,7388,up,up,up,E
RIVERSIDE SCHOOL,1195,GARFIELD RE-2,M,,7388,down,up,flat,M
RIVERVIEW ELEMENTARY SCHOOL,1520,DURANGO 9-R,E,,7402,flat,flat,flat,E
ROARING FORK HIGH SCHOOL,1180,ROARING FORK RE-1,H,,7422,up,up,up,H
ROCK CANYON HIGH SCHOOL,900,DOUGLAS COUNTY RE 1,H,,7435,flat,down,flat,H
ROCKY FORD JUNIOR/SENIOR HIGH SCHOOL,2530,ROCKY FORD R-2,H,,7442,flat,up,flat,H
ROCKY FORD JUNIOR/SENIOR HIGH SCHOOL,2530,ROCKY FORD R-2,M,,7442,flat,flat,flat,M
ROCKY HEIGHTS MIDDLE SCHOOL,900,DOUGLAS COUNTY RE 1,M,,7448,flat,flat,flat,M
ROCKRIMMON ELEMENTARY SCHOOL,1040,ACADEMY 20,E,,7460,flat,down,flat,E
ROCKY MOUNTAIN ACADEMY OF EVERGREEN,1420,JEFFERSON COUNTY R-1,E,,7462,down,flat,down,E
ROCKY MOUNTAIN ACADEMY OF EVERGREEN,1420,JEFFERSON COUNTY R-1,M,,7462,flat,flat,flat,M
ROCKY MOUNTAIN CLASSICAL ACADEMY,1110,FALCON 49,E,,7463,flat,up,up,E
ROCKY MOUNTAIN CLASSICAL ACADEMY,1110,FALCON 49,H,,7463,down,up,flat,H
ROCKY MOUNTAIN CLASSICAL ACADEMY,1110,FALCON 49,M,,7463,up,flat,up,M
ROCKY MOUNTAIN ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,7464,up,up,up,E
ROCKY MOUNTAIN ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,7467,up,up,up,E
ROCKY MOUNTAIN HIGH SCHOOL,1550,POUDRE R-1,H,,7470,flat,up,flat,H
ROLLING HILLS ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,7476,flat,down,down,E
RONCALLI MIDDLE SCHOOL,2690,PUEBLO CITY 60,M,,7481,down,flat,flat,M
ROOSEVELT EDISON CHARTER SCHOOL,1010,COLORADO SPRINGS 11,E,,7482,down,down,down,E
ROONEY RANCH ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7483,flat,up,flat,E
ROOSEVELT HIGH SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,H,,7490,down,down,flat,H
ROSE HILL ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,,7500,flat,flat,up,E
ROSS MONTESSORI SCHOOL,8001,CHARTER SCHOOL INSTITUTE,E,,7512,flat,flat,flat,E
ROSS MONTESSORI SCHOOL,8001,CHARTER SCHOOL INSTITUTE,M,,7512,up,flat,flat,M
RUDY ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,7513,down,down,flat,E
RUNNING CREEK ELEMENTARY SCHOOL,920,ELIZABETH C-1,E,,7517,flat,up,up,E
RUNYON ELEMENTARY SCHOOL,140,LITTLETON 6,E,,7518,flat,flat,flat,E
RUSSELL MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,,7523,down,down,down,M
RYAN ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,7528,flat,flat,up,E
RYAN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7529,up,up,flat,E
RYE ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,,7530,flat,flat,flat,E
CRAVER MIDDLE SCHOOL,2700,PUEBLO COUNTY 70,M,,7532,flat,flat,flat,M
RYE HIGH SCHOOL,2700,PUEBLO COUNTY 70,H,,7534,down,flat,flat,H
SABIN WORLD SCHOOL,880,DENVER COUNTY 1,E,,7554,flat,down,flat,E
SABIN MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,,7556,flat,down,down,M
SABLE ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,7558,down,flat,flat,E
SAGEBRUSH ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,7559,flat,flat,flat,E
SADDLE RANCH ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,7562,flat,down,flat,E
ST. VRAIN COMMUNITY MONTOSSORI SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,7565,flat,,flat,E
SALIDA HIGH SCHOOL,500,SALIDA R-32,H,,7568,down,flat,flat,H
SAMUELS ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,7578,flat,up,flat,E
SANBORN ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,7584,flat,flat,flat,E
CENTENNIAL ELEMENTARY SCHOOL,640,CENTENNIAL R-1,E,,7588,flat,down,down,E
SANCHEZ ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,7592,up,up,up,E
SANDBURG ELEMENTARY SCHOOL,140,LITTLETON 6,E,,7606,flat,flat,flat,E
SAND CREEK ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,7610,flat,flat,flat,E
SAND CREEK ELEMENTARY SCHOOL,980,HARRISON 2,E,,7611,flat,flat,flat,E
SANFORD ELEMENTARY SCHOOL,560,SANFORD 6J,E,,7612,flat,down,down,E
SAND CREEK HIGH SCHOOL,1110,FALCON 49,H,,7613,flat,flat,flat,H
SANFORD JUNIOR/SENIOR HIGH SCHOOL,560,SANFORD 6J,H,,7616,down,flat,flat,H
SANFORD JUNIOR/SENIOR HIGH SCHOOL,560,SANFORD 6J,M,,7616,down,flat,flat,M
SANGRE DE CRISTO ELEMENTARY SCHOOL,110,SANGRE DE CRISTO RE-22J,E,,7626,down,flat,flat,E
SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,110,SANGRE DE CRISTO RE-22J,H,,7630,up,up,up,H
