school,district_id,district_name,emh,emh_combined,school_id,school_grade,read_achievement,math_achievement,write_achievement,science_achievement,overall_weighted_growth,read_growth,math_growth,write_growth,graduation_rate,year
LAS ANIMAS A+ DISTANCE LEARNING SCHOOL,290,LAS ANIMAS RE-1,H,False,4983,,,,,,,,,,,2010
CREEKSIDE MIDDLE SCHOOL,1080,LEWIS-PALMER 38,M,False,1972,,,,,,,,,,,2010
LONE STAR ELEMENTARY SCHOOL,3060,LONE STAR 101,E,False,5254,,8,9,7,,6,6,6,6,,2010
LONE STAR MIDDLE SCHOOL,3060,LONE STAR 101,M,False,5238,,9,11,10,,9,6,12,9,,2010
LONE STAR MIDDLE SCHOOL,3060,LONE STAR 101,E,False,5238,,6,6,6,,6,3,10,5,,2010
COLORADO CONNECTIONS ACADEMY,10,MAPLETON 1,,False,1796,,,,,,,,,,,2010
ENRICHMENT ACADEMY,10,MAPLETON 1,E,False,508,,,,,,,,,,,2010
NORTH VALLEY SCHOOL FOR YOUNG ADULTS,10,MAPLETON 1,,False,6315,,,,,,,,,,,2010
THE NEW AMERICA SCHOOL,10,MAPLETON 1,,False,4699,,,,,,,,,,,2010
WELBY NEW TECHNOLOGY,10,MAPLETON 1,H,False,221,,,,,,,,,,,2010
GATEWAY SCHOOL,2000,MESA COUNTY VALLEY 51,H,True,3350,,,,,,,,,,,2010
GATEWAY SCHOOL,2000,MESA COUNTY VALLEY 51,E,True,3350,,5,7,5,,,,,,,2010
GATEWAY SCHOOL,2000,MESA COUNTY VALLEY 51,M,True,3350,,6,5,8,,,,,,,2010
GLADE PARK COMMUNITY SCHOOL,2000,MESA COUNTY VALLEY 51,,False,3469,,,,,,,,,,,2010
MAYBELL ELEMENTARY SCHOOL,2020,MOFFAT COUNTY RE:NO 1,E,False,5656,,,,,,,,,,,2010
BYRON SYRING DELTA CENTER,2740,MONTE VISTA C-8,H,False,6030,,2,2,2,3,,,,,32.3,2010
MARSH ELEMENTARY SCHOOL,2740,MONTE VISTA C-8,,False,5579,,,,,,,,,,,2010
BATTLE ROCK CHARTER SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,E,False,609,,3,5,3,,6,3,6,6,,2010
PLEASANT VIEW ELEMENTARY SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,E,False,7082,,6,6,5,,9,9,7,9,,2010
PASSAGE CHARTER SCHOOL,2180,MONTROSE COUNTY RE-1J,H,False,6807,,2,2,5,,,,,,55.3,2010
VISTA CHARTER SCHOOL,2180,MONTROSE COUNTY RE-1J,H,False,9149,,1,1,1,1,1,1,1,1,49.8,2010
MOUNTAIN VALLEY ELEMENTARY SCHOOL,2790,MOUNTAIN VALLEY RE 1,E,False,6142,,6,8,5,,9,5,7,13,,2010
LA JARA SECOND CHANCE SCHOOL,550,NORTH CONEJOS RE-1J,H,False,4837,,1,4,1,1,,,3,,75.2,2010
LA JARA SECOND CHANCE SCHOOL,550,NORTH CONEJOS RE-1J,M,False,4837,,,,,,,,,,,2010
ESTES PARK OPTIONS SCHOOL,1570,PARK (ESTES PARK) R-3,H,False,2788,,,,,,,,,,,2010
GUFFEY CHARTER SCHOOL,2610,PARK COUNTY RE-2,E,False,3681,,6,7,6,,,,,,,2010
GUFFEY CHARTER SCHOOL,2610,PARK COUNTY RE-2,M,False,3681,,6,5,6,,3,6,1,5,,2010
PAWNEE JUNIOR-SENIOR HIGH SCHOOL,3148,PAWNEE RE-12,M,False,6812,,7,6,12,7,6,6,4,7,,2010
PLAINVIEW JUNIOR-SENIOR HIGH SCHOOL,1440,PLAINVIEW RE-2,H,False,7009,,9,10,9,7,12,9,11,13,,2010
PLAINVIEW JUNIOR-SENIOR HIGH SCHOOL,1440,PLAINVIEW RE-2,M,False,7009,,6,6,6,,12,10,12,12,,2010
GRAND MESA HIGH SCHOOL,1990,PLATEAU VALLEY 50,H,False,3582,,3,1,3,5,,,,,25.9,2010
REVERE JUNIOR-SENIOR HIGH SCHOOL,2865,PLATTE VALLEY RE-3,M,False,7322,,6,6,7,6,2,3,5,1,,2010
CENTENNIAL HIGH SCHOOL,1550,POUDRE R-1,H,False,3760,,3,3,4,5,,,1,,60.6,2010
LIVERMORE ELEMENTARY SCHOOL,1550,POUDRE R-1,E,False,5234,,12,13,12,12,10,6,9,13,,2010
MOORE ELEMENTARY SCHOOL,1550,POUDRE R-1,E,False,6078,,,,,,,,,,,2010
PSD ONLINE ACADEMY,1550,POUDRE R-1,H,False,7198,,,,,,,,,,,2010
PSD ONLINE ACADEMY,1550,POUDRE R-1,M,False,7198,,,,,,,,,,,2010
RED FEATHER LAKES ELEMENTARY SCHOOL,1550,POUDRE R-1,E,False,7290,,7,7,7,9,7,6,6,10,,2010
STOVE PRAIRIE ELEMENTARY SCHOOL,1550,POUDRE R-1,E,False,8318,,13,12,9,12,6,5,7,8,,2010
PRITCHETT ELEMENTARY SCHOOL,240,PRITCHETT RE-3,E,False,7174,,9,8,10,7,5,6,6,3,,2010
COMMUNITY TRANSITION HOUSE,2690,PUEBLO CITY 60,H,False,1872,,,,,,,,,,96.3,2010
FOUNTAIN INTERNATIONAL MAGNET SCHOOL,2690,PUEBLO CITY 60,E,False,2620,,12,12,11,,,,,,,2010
KEATING CONTINUING EDUCATION,2690,PUEBLO CITY 60,E,False,7748,,,,,,,,,,,2010
KEATING CONTINUING EDUCATION,2690,PUEBLO CITY 60,M,False,7748,,,,,,,,,,,2010
FUTURES ACADEMY,2700,PUEBLO COUNTY 70,H,False,3279,,2,2,2,,,,,,0.0,2010
FUTURES ACADEMY,2700,PUEBLO COUNTY 70,M,False,3279,,,,,,,,,,,2010
PUEBLO TECHNICAL ACADEMY,2700,PUEBLO COUNTY 70,H,False,7211,,,,,,,,,,,2010
RANGELY MIDDLE SCHOOL,2720,RANGELY RE-4,M,False,7272,,,,,,,,,,,2010
JEFFERSON MIDDLE SCHOOL,2530,ROCKY FORD R-2,M,False,4418,,,,,,,,,,,2010
WASHINGTON PRIMARY SCHOOL,2530,ROCKY FORD R-2,,False,9264,,,,,,,,,,,2010
HORIZONS EXPLORATORY ACADEMY,500,SALIDA R-32,H,False,4085,,,,,,,,,,,2010
ALICE TERRY ELEMENTARY SCHOOL,123,SHERIDAN 2,,False,138,,,,,,,,,,,2010
SILVERTON ELEMENTARY SCHOOL,2820,SILVERTON 1,E,False,7900,,9,7,6,,11,12,6,13,,2010
SILVERTON HIGH SCHOOL,2820,SILVERTON 1,H,False,7904,,6,,6,,,,,,,2010
ADULT EDUCATION/LINCOLN CENTER,470,ST VRAIN VALLEY RE 1J,H,False,6499,,,,,,,,,,15.7,2010
CARBON VALLEY ACADEMY,470,ST VRAIN VALLEY RE 1J,H,True,1284,,6,6,8,,,,,,,2010
CARBON VALLEY ACADEMY,470,ST VRAIN VALLEY RE 1J,E,True,1284,,6,7,6,6,3,5,3,6,,2010
CARBON VALLEY ACADEMY,470,ST VRAIN VALLEY RE 1J,M,True,1284,,6,5,6,6,9,9,9,9,,2010
MEAD HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,H,False,5722,,7,9,7,7,2,2,3,3,,2010
ST. VRAIN COMMUNITY MONTOSSORI SCHOOL,470,ST VRAIN VALLEY RE 1J,,False,7565,,,,,,,,,,,2010
NORTH ROUTT CHARTER SCHOOL,2770,STEAMBOAT SPRINGS RE-2,M,False,6363,,9,6,9,,10,11,9,9,,2010
NORTH ROUTT CHARTER SCHOOL,2770,STEAMBOAT SPRINGS RE-2,E,False,6363,,9,6,6,6,7,8,6,9,,2010
YAMPA VALLEY SCHOOL,2770,STEAMBOAT SPRINGS RE-2,,False,9757,,,,,,,,,,,2010
PRAIRIE CREEKS CHARTER SCHOOL,60,STRASBURG 31J,H,False,7133,,,,,,,,,,,2010
SUMMIT ALTERNATIVE HIGH SCHOOL,3000,SUMMIT RE-1,,False,8375,,,,,,,,,,,2010
HAROLD FERGUSON HIGH SCHOOL,1560,THOMPSON R-2J,H,False,9260,,,,,,,,,,45.5,2010
PONDEROSA ELEMENTARY,1560,THOMPSON R-2J,,False,7113,,,,,,,,,,,2010
THOMPSON ONLINE,1560,THOMPSON R-2J,,False,8855,,,,,,,,,,,2010
ECKHART ELEMENTARY SCHOOL,1580,TRINIDAD 1,,False,2481,,,,,,,,,,,2010
AYRES ELEMENTARY SCHOOL,1828,VALLEY RE-1,,False,515,,,,,,,,,,,2010
COLORADO ONLINE ACADEMY (COLA),260,VILAS RE-5,H,False,1781,,,,,,,,,,,2010
V.I.L.A.S. ONLINE SCHOOL,260,VILAS RE-5,E,False,9085,,4,3,3,5,1,1,1,2,,2010
VILAS ELEMENTARY SCHOOL,260,VILAS RE-5,E,False,9090,,9,6,9,,6,6,5,10,,2010
VILAS UNDIVIDED HIGH SCHOOL,260,VILAS RE-5,M,False,9100,,7,5,6,,3,3,3,5,,2010
PARADOX VALLEY CHARTER SCHOOL,2190,WEST END RE-2,E,False,6718,,6,6,6,,7,6,9,6,,2010
PARADOX VALLEY CHARTER SCHOOL,2190,WEST END RE-2,M,False,6718,,,,,,,,,,,2010
CLEAR LAKE MIDDLE SCHOOL,70,WESTMINSTER 50,M,False,1666,,,,,,,,,,,2010
IVER C. RANUM HIGH SCHOOL,70,WESTMINSTER 50,H,False,4326,,,,,,,,,,,2010
IVER C. RANUM MIDDLE SCHOOL,70,WESTMINSTER 50,,False,7305,,,,,,,,,,,2010
DISCOVERY HIGH SCHOOL,990,WIDEFIELD 3,H,False,9560,,5,3,4,5,1,3,2,1,29.2,2010
RANGE VIEW ELEMENTARY,3100,WINDSOR RE-4,,False,8459,,,,,,,,,,,2010
TOZER ELEMENTARY SCHOOL,3100,WINDSOR RE-4,,False,8886,,,,,,,,,,,2010
WOODLIN UNDIVIDED HIGH SCHOOL,3070,WOODLIN R-104,M,False,9704,,5,3,6,6,9,5,10,10,,2010
BEAR CREEK ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,652,13,12,13,12,12,13,12,12,12,,2011
CHERRY HILLS VILLAGE ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,1574,13,12,12,13,12,13,13,12,13,,2011
CHEYENNE MOUNTAIN ELEMENTARY SCHOOL,1020,CHEYENNE MOUNTAIN 12,E,False,1586,13,12,12,13,12,12,9,10,12,,2011
CHINOOK TRAIL ELEMENTARY SCHOOL,1040,ACADEMY 20,E,False,1615,13,12,12,12,11,13,12,13,9,,2011
THE CLASSICAL ACADEMY HIGH SCHOOL,1040,ACADEMY 20,H,False,1630,13,13,12,12,13,10,9,9,10,98.4,2011
CORY ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,1908,13,12,13,12,12,12,13,10,11,,2011
COTTONWOOD CREEK ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,1916,13,12,13,12,12,13,13,12,12,,2011
POLARIS AT EBERT ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,2027,13,13,13,13,13,12,12,10,10,,2011
COYOTE RIDGE ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,False,2089,13,12,13,11,12,13,13,13,13,,2011
MEIKLEJOHN ELEMENTARY,1420,JEFFERSON COUNTY R-1,E,False,5758,13,12,12,10,11,13,12,12,12,,2011
NIWOT ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,False,6274,13,12,12,12,12,12,12,9,12,,2011
STECK ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,8222,13,13,13,13,12,13,13,13,13,,2011
CHERRY CREEK CHARTER ACADEMY,130,CHERRY CREEK 5,M,False,1571,13,13,12,13,13,12,12,13,12,,2011
LIBERTY COMMON CHARTER SCHOOL,1550,POUDRE R-1,M,False,5120,13,13,13,13,13,12,10,12,12,,2011
HORIZONS K-8 SCHOOL,480,BOULDER VALLEY RE 2,E,False,6642,13,12,12,10,13,12,9,9,13,,2011
AURORA QUEST K-8,180,ADAMS-ARAPAHOE 28J,E,False,7232,13,13,13,13,13,12,12,12,9,,2011
DSST: STAPLETON,880,DENVER COUNTY 1,H,False,2185,13,10,12,10,11,13,12,13,13,80.7,2011
LYONS MIDDLE/SENIOR HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,H,False,5368,13,12,13,12,12,10,9,10,9,93.9,2011
DENVER SCHOOL OF THE ARTS,880,DENVER COUNTY 1,H,False,2184,13,12,10,13,12,10,10,9,11,94.1,2011
KIOWA HIGH SCHOOL,930,KIOWA C-2,H,False,4728,13,11,9,12,12,13,13,12,13,100,2011
D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,False,2120,13,13,13,13,13,9,10,10,6,100,2011
RIDGEVIEW CLASSICAL CHARTER SCHOOLS,1550,POUDRE R-1,H,False,146,13,13,12,13,13,10,11,10,6,85.7,2011
THE VANGUARD SCHOOL (HIGH),8001,CHARTER SCHOOL INSTITUTE,H,False,9057,13,13,13,13,13,12,13,9,12,80,2011
JEFFERSON CHARTER ACADEMY SENIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,False,4410,12,10,9,11,12,10,7,12,10,93.5,2011
RALSTON VALLEY SENIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,False,7239,12,11,13,10,12,9,9,12,6,90.2,2011
HERITAGE HIGH SCHOOL,140,LITTLETON 6,H,False,3930,12,11,12,10,12,9,9,12,8,87.3,2011
EVERGREEN HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,False,2836,12,12,13,12,13,8,8,9,6,94.7,2011
PEAK TO PEAK CHARTER SCHOOL,480,BOULDER VALLEY RE 2,H,False,6816,12,12,12,12,13,9,7,9,9,96.5,2011
WEST GRAND HIGH SCHOOL,1340,WEST GRAND 1-JT.,H,False,9420,12,12,9,11,12,13,13,13,13,80,2011
CHEYENNE MOUNTAIN HIGH SCHOOL,1020,CHEYENNE MOUNTAIN 12,H,False,1590,12,12,12,12,11,9,8,9,6,93.1,2011
ALTONA MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,False,226,13,11,9,12,11,13,12,13,12,,2011
RIDGWAY HIGH SCHOOL,2590,RIDGWAY R-2,H,False,7346,12,12,9,10,11,11,12,7,12,95.6,2011
ARAPAHOE HIGH SCHOOL,140,LITTLETON 6,H,False,298,12,12,12,12,12,9,7,10,6,93.6,2011
BRADFORD INTERMEDIATE SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,952,13,12,12,13,13,12,13,9,11,,2011
SUPERIOR ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,8418,13,13,12,12,12,12,9,10,12,,2011
CORE KNOWLEDGE CHARTER SCHOOL,900,DOUGLAS COUNTY RE 1,M,False,1873,13,12,12,13,10,12,12,12,9,,2011
CRESTED BUTTE COMMUNITY SCHOOL,1360,GUNNISON WATERSHED RE1J,H,False,2006,12,12,12,12,10,12,10,13,6,89.7,2011
MESA VALLEY VISION HOME AND COMMUNITY PROGRAM,2000,MESA COUNTY VALLEY 51,H,False,5828,12,9,8,8,9,11,9,10,10,-,2011
ASPEN HIGH SCHOOL,2640,ASPEN 1,H,False,432,12,12,10,12,10,9,9,8,7,94.9,2011
BUENA VISTA HIGH SCHOOL,490,BUENA VISTA R-31,H,False,1130,12,9,7,9,9,10,12,9,9,92.3,2011
TRAUT CORE ELEMENTARY SCHOOL,1550,POUDRE R-1,E,False,9251,13,13,13,13,13,12,12,9,13,,2011
DRY CREEK ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,2292,13,11,12,12,10,12,12,11,12,,2011
AMERICAN ACADEMY AT CASTLE PINES CHARTER,900,DOUGLAS COUNTY RE 1,M,False,215,13,12,12,13,12,12,9,10,12,,2011
PEETZ JUNIOR-SENIOR HIGH SCHOOL,1870,PLATEAU RE-5,H,False,6838,12,13,12,13,9,13,13,6,13,92.2,2011
HULSTROM OPTIONS K-8 SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,4172,13,13,13,13,13,12,12,12,12,,2011
COLLEGIATE ACADEMY OF COLORADO,1420,JEFFERSON COUNTY R-1,H,False,7701,12,7,6,8,6,10,9,9,10,89.4,2011
NORTHRIDGE ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,6406,13,12,13,13,13,12,13,9,12,,2011
JULESBURG HIGH SCHOOL,2862,JULESBURG RE-1,H,False,4492,12,10,12,9,11,12,11,12,10,84.6,2011
DOUGLASS ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,2240,13,12,13,12,13,11,9,10,11,,2011
MONARCH HIGH SCHOOL,480,BOULDER VALLEY RE 2,H,False,5999,12,10,12,11,10,8,6,10,6,96.7,2011
BELLEVIEW ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,714,13,11,12,12,12,12,9,10,12,,2011
SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,110,SANGRE DE CRISTO RE-22J,H,False,7630,12,8,7,6,6,13,12,12,12,66.7,2011
ROCK CANYON HIGH SCHOOL,900,DOUGLAS COUNTY RE 1,H,False,7435,12,12,12,12,12,6,6,6,6,93.3,2011
WILDFLOWER ELEMENTARY SCHOOL,980,HARRISON 2,E,False,9602,13,13,9,13,12,12,10,10,12,,2011
PINE CREEK HIGH SCHOOL,1040,ACADEMY 20,H,False,6937,12,12,10,12,12,8,8,6,9,90.7,2011
SLAVENS K-8 SCHOOL,880,DENVER COUNTY 1,M,False,7972,13,12,12,12,12,12,12,10,12,,2011
CHIPETA ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,1613,13,12,13,12,10,12,12,12,10,,2011
CONIFER SENIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,False,1886,12,11,11,11,10,9,9,7,8,91.3,2011
DSST: STAPLETON,880,DENVER COUNTY 1,M,False,2185,13,9,9,11,12,13,12,13,13,,2011
DISCOVERY CANYON CAMPUS SCHOOL,1040,ACADEMY 20,H,False,2195,12,12,10,12,12,7,7,6,9,-,2011
GLENWOOD SPRINGS HIGH SCHOOL,1180,ROARING FORK RE-1,H,False,3468,11,8,9,7,9,12,11,12,9,80.900000000000006,2011
MOUNTAIN VIEW ELEMENTARY SCHOOL,1040,ACADEMY 20,E,False,6158,12,12,12,12,11,12,9,12,10,,2011
PAONIA ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),E,False,6700,12,10,12,11,9,12,12,12,10,,2011
REDSTONE ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,7297,12,10,12,10,10,12,9,12,13,,2011
WILLOW CREEK ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,9624,12,12,12,12,13,12,9,12,12,,2011
MONTESSORI PEAKS CHARTER ACADEMY,1420,JEFFERSON COUNTY R-1,M,False,5994,12,10,7,12,,12,12,9,12,,2011
BRIGGSDALE UNDIVIDED HIGH SCHOOL,3146,BRIGGSDALE RE-10,H,False,1012,11,8,7,8,13,11,9,12,9,86.3,2011
CALICHE JUNIOR-SENIOR HIGH SCHOOL,1828,VALLEY RE-1,H,False,1224,11,9,6,9,9,12,9,11,12,98.7,2011
DOLORES HIGH SCHOOL,2055,DOLORES RE-4A,H,False,2208,11,9,9,7,9,12,9,12,11,89.8,2011
FAIRVIEW HIGH SCHOOL,480,BOULDER VALLEY RE 2,H,False,2892,11,12,13,12,11,6,6,7,6,91.6,2011
HIGH PEAKS ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,3940,12,13,13,13,13,12,12,12,12,,2011
LOIS LENSKI ELEMENTARY SCHOOL,140,LITTLETON 6,E,False,5236,12,12,12,12,10,10,10,9,9,,2011
MCGRAW ELEMENTARY SCHOOL,1550,POUDRE R-1,E,False,5688,12,10,11,10,10,12,11,11,11,,2011
MOUNTAIN VISTA HIGH SCHOOL,900,DOUGLAS COUNTY RE 1,H,False,6165,11,12,12,12,10,6,6,6,7,94,2011
FLAGLER SENIOR HIGH SCHOOL,1450,ARRIBA-FLAGLER C-20,H,False,2960,11,12,9,10,7,11,9,9,12,90.3,2011
SPRINGFIELD HIGH SCHOOL,250,SPRINGFIELD RE-4,H,False,8168,10,9,9,9,7,12,9,9,12,90.6,2011
TELLURIDE HIGH SCHOOL,2830,TELLURIDE R-1,H,False,8794,10,12,11,11,12,9,11,9,6,91.3,2011
HERITAGE ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,3924,12,9,12,10,12,11,9,9,12,,2011
WERNER ELEMENTARY SCHOOL,1550,POUDRE R-1,E,False,9380,12,12,12,12,12,10,12,6,12,,2011
ASPEN MIDDLE SCHOOL,2640,ASPEN 1,M,False,430,12,9,9,10,11,10,10,9,9,,2011
CHALLENGE SCHOOL,130,CHERRY CREEK 5,E,False,1510,12,13,13,13,13,9,9,9,9,,2011
CHALLENGE SCHOOL,130,CHERRY CREEK 5,M,False,1510,12,13,13,13,13,11,12,7,12,,2011
STARGATE CHARTER SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,False,1519,12,13,12,13,13,10,7,9,12,,2011
CORE KNOWLEDGE CHARTER SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,1873,12,12,13,12,10,11,9,10,12,,2011
LITTLETON ACADEMY,140,LITTLETON 6,M,False,5229,12,13,13,13,12,10,6,9,12,,2011
PAONIA HIGH SCHOOL,870,DELTA COUNTY 50(J),H,False,6708,10,9,7,9,9,9,9,7,9,90.4,2011
HIGHLANDS RANCH HIGH SCHOOL,900,DOUGLAS COUNTY RE 1,H,False,3980,10,10,10,11,10,9,9,6,12,90.1,2011
ELBERT JUNIOR-SENIOR HIGH SCHOOL,950,ELBERT 200,H,False,2574,10,9,7,9,9,9,9,9,9,89.9,2011
LEWIS-PALMER HIGH SCHOOL,1080,LEWIS-PALMER 38,H,False,5100,10,11,12,12,12,6,6,6,6,91.5,2011
DOVE CREEK HIGH SCHOOL,890,DOLORES COUNTY RE NO.2,H,False,2216,10,6,6,6,,9,9,9,8,90.5,2011
FOSSIL RIDGE HIGH SCHOOL,1550,POUDRE R-1,H,False,3105,10,10,11,12,12,6,6,6,6,88.9,2011
BOULDER HIGH SCHOOL,480,BOULDER VALLEY RE 2,H,False,924,10,9,12,10,10,7,5,9,6,88.8,2011
ZACH ELEMENTARY SCHOOL,1550,POUDRE R-1,E,False,477,12,13,12,12,13,12,10,10,12,,2011
BROMWELL ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,1056,12,12,12,12,10,12,10,9,12,,2011
BYERS JUNIOR-SENIOR HIGH SCHOOL,190,BYERS 32J,H,False,1176,10,10,6,9,10,13,13,7,13,91.7,2011
SOROCO HIGH SCHOOL,2780,SOUTH ROUTT RE 3,H,False,8050,10,9,9,9,9,9,7,12,9,81.099999999999994,2011
UNION COLONY PREPARATORY SCHOOL,3120,GREELEY 6,H,False,8965,10,12,8,10,12,7,7,9,5,67.400000000000006,2011
MEAD MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,False,5730,12,10,9,10,10,13,13,13,13,,2011
CHERRY CREEK HIGH SCHOOL,130,CHERRY CREEK 5,H,False,1570,10,11,12,12,12,7,6,7,6,89.5,2011
STONE MOUNTAIN ELEMENTARY,900,DOUGLAS COUNTY RE 1,E,False,2953,12,12,12,12,9,12,11,12,11,,2011
CARSON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,1324,12,9,10,10,11,12,12,12,12,,2011
DSST: GREEN VALLY RANCH,880,DENVER COUNTY 1,M,False,2145,12,6,9,9,,13,10,13,13,,2011
BRECKENRIDGE ELEMENTARY SCHOOL,3000,SUMMIT RE-1,E,False,8372,12,10,10,9,10,13,13,12,13,,2011
CREEDE MIDDLE/HIGH SCHOOL,2010,CREEDE SCHOOL DISTRICT,H,False,1966,10,9,9,7,12,9,9,10,7,93.3,2011
LEGACY ACADEMY,920,ELIZABETH C-1,M,False,2572,12,10,7,11,9,13,13,12,13,,2011
MC CLAVE UNDIVIDED HIGH SCHOOL,310,MC CLAVE RE-2,H,False,5670,10,6,9,6,7,9,5,12,9,86.1,2011
THUNDERRIDGE HIGH SCHOOL,900,DOUGLAS COUNTY RE 1,H,False,8847,10,11,11,10,9,7,7,6,9,94.3,2011
AIR ACADEMY HIGH SCHOOL,1040,ACADEMY 20,H,False,76,10,10,10,11,11,6,6,7,6,90.2,2011
BROOMFIELD HIGH SCHOOL,480,BOULDER VALLEY RE 2,H,False,1070,10,9,9,9,9,6,6,7,6,88.5,2011
SOUTH PARK HIGH SCHOOL,2610,PARK COUNTY RE-2,H,False,8118,10,7,9,7,9,10,9,9,10,81.7,2011
TIMBER TRAIL ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,8853,12,12,12,12,12,12,9,12,10,,2011
GYPSUM CREEK MIDDLE SCHOOL,910,EAGLE COUNTY RE 50,M,False,39,12,7,6,9,12,12,12,12,12,,2011
BOULDER COMMUNITY SCHOOL/INTEGRATED STUDIES,480,BOULDER VALLEY RE 2,E,False,919,12,12,10,11,12,10,9,9,11,,2011
DENNISON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,9432,12,13,13,13,13,10,12,9,10,,2011
CALHAN HIGH SCHOOL,970,CALHAN RJ-1,H,False,1218,9,7,6,9,7,12,12,9,12,85.4,2011
CEDAREDGE HIGH SCHOOL,870,DELTA COUNTY 50(J),H,False,1372,9,6,7,9,8,9,9,8,9,93.8,2011
NORTH PARK JUNIOR-SENIOR HIGH SCHOOL,1410,NORTH PARK R-1,H,False,6358,9,11,9,12,10,10,7,12,8,81.3,2011
PLATTE RIVER CHARTER ACADEMY,900,DOUGLAS COUNTY RE 1,M,False,7047,12,13,12,12,12,10,9,12,7,,2011
HOTCHKISS HIGH SCHOOL,870,DELTA COUNTY 50(J),H,False,4128,9,9,7,9,7,9,10,6,11,94.9,2011
PARMALEE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,6804,12,10,12,12,12,12,12,12,11,,2011
STEAMBOAT SPRINGS HIGH SCHOOL,2770,STEAMBOAT SPRINGS RE-2,H,False,8212,9,10,12,11,10,6,7,6,7,86.8,2011
WILDER ELEMENTARY SCHOOL,140,LITTLETON 6,E,False,9600,12,13,12,12,12,9,9,6,12,,2011
KYFFIN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,4830,12,12,11,12,12,10,9,10,9,,2011
KIM UNDIVIDED HIGH SCHOOL,1760,KIM REORGANIZED 88,H,False,4694,9,10,12,12,10,9,6,12,6,100,2011
TWIN PEAKS CHARTER ACADEMY,470,ST VRAIN VALLEY RE 1J,M,False,8927,12,11,7,12,10,10,10,9,10,,2011
BAYFIELD HIGH SCHOOL,1530,BAYFIELD 10 JT-R,H,False,640,9,9,8,9,6,9,6,9,9,88.5,2011
FRONTIER CHARTER ACADEMY,3120,GREELEY 6,H,False,1875,9,9,7,9,9,9,6,10,8,88.1,2011
MITCHELL ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,5944,12,12,10,10,12,11,12,9,10,,2011
STEELE ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,8246,12,12,12,12,12,11,9,11,11,,2011
SANFORD JUNIOR/SENIOR HIGH SCHOOL,560,SANFORD 6J,H,False,7616,9,7,12,9,9,9,9,9,6,84.7,2011
HOLLY HIGH SCHOOL,2670,HOLLY RE-3,H,False,4058,9,7,8,7,6,9,10,7,9,86.6,2011
COLORADO SPRINGS CHARTER ACADEMY,8001,CHARTER SCHOOL INSTITUTE,M,False,1791,12,10,9,12,9,11,9,11,11,,2011
MERIDIAN ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,59,12,12,12,9,10,10,10,9,9,,2011
